gene,p_val,logFC,p_val_adj
PDE4DIP,0.7417282254185458,-10.317989,1.0
ZFAND2B,0.9817818342455854,-9.987696,1.0
ZFYVE28,0.5342811022711098,-9.341477,1.0
MRC1,0.6706719208300054,-8.257685,1.0
SRSF7,0.8827356411182765,-7.178956,1.0
SELENOP,0.527402582537869,-6.880758,1.0
CCDC85B,0.9164409672120981,-6.425112,1.0
PMPCB,0.8846843853331641,-6.0488887,1.0
AOAH,0.23652367887528514,-5.992919,1.0
EIF4E3,0.3875716082510853,-5.878427,1.0
ATP6V1B2,0.8949264708957532,-5.6394105,1.0
ARHGAP45,0.257685380657382,-5.5016556,1.0
RNASEK,0.8521440020566713,-5.2413173,1.0
LAT,0.21869414310076274,-5.2164035,1.0
RBPMS,0.35201738214503964,-5.1398783,1.0
BAX,0.7878654147017172,-5.104607,1.0
LYZ,0.6337533717415631,-5.086575,1.0
GIT2,0.7590484955230031,-5.040794,1.0
SERPING1,0.5870579610274036,-4.9673767,1.0
EIF1B,0.8983444822029906,-4.948855,1.0
NCKAP1L,0.6136710954579405,-4.9045362,1.0
CEBPD,0.34629898417963223,-4.895288,1.0
ERO1A,0.6892137537735092,-4.6953597,1.0
TBC1D2B,0.8328325730685225,-4.684508,1.0
IL7R,0.15043627101645743,-4.664247,1.0
ADCY7,0.494480106348392,-4.515429,1.0
MPHOSPH8,0.8725166433226885,-4.4684105,1.0
FBLN5,0.7199150714603754,-4.451781,1.0
PDLIM1,0.6983276046257232,-4.420453,1.0
STAT2,0.8783535783227691,-4.3203936,1.0
CD3E,0.06754357070352911,-4.319229,1.0
ACAP1,0.18311570812907962,-4.287111,1.0
DEF6,0.30618589532777307,-4.2808676,1.0
DEPP1,0.7070262625879524,-4.2788043,1.0
USP48,0.80835753365509,-4.2548423,1.0
ADK,0.8589246250804002,-4.2483354,1.0
LRP1,0.7557621014046019,-4.2156496,1.0
GRK5,0.8696007559813936,-4.2049994,1.0
ID2,0.4430013210363337,-4.149902,1.0
PA2G4,0.8705725234566579,-4.1461487,1.0
JMJD1C,0.9980302994007126,-4.1152663,1.0
WDR82,0.5773230782736589,-4.030754,1.0
TRAPPC10,0.7006129424215659,-4.0011473,1.0
S1PR1,0.8837099252679232,-3.997652,1.0
RNPEPL1,0.6123711779533875,-3.9197996,1.0
NIPBL,0.7945219080538799,-3.897003,1.0
MGRN1,0.9783359339681975,-3.815573,1.0
BRD1,0.7736541411616071,-3.7753563,1.0
JAK3,0.38149850060514634,-3.643575,1.0
ARHGAP15,0.33814416544167747,-3.6407998,1.0
NLRP1,0.593447472907459,-3.6141877,1.0
AHNAK,0.42594973883231946,-3.5765328,1.0
FKBP5,0.7515432300276338,-3.5661137,1.0
ADSS,0.7435945697807851,-3.5444975,1.0
PITPNC1,0.4979961068792057,-3.5434759,1.0
GIMAP7,0.22148007971161165,-3.5163808,1.0
GNA13,0.7482670044438146,-3.4574947,1.0
SRRT,0.8983444822029906,-3.455281,1.0
ARPC4,0.7548239398301076,-3.4465835,1.0
LPXN,0.5634899549673911,-3.4447498,1.0
PIM2,0.553944137831142,-3.4209807,1.0
REL,0.8492413323243849,-3.4087858,1.0
POLR2B,0.7501385810521779,-3.4048262,1.0
FGD2,0.6612511227113207,-3.4032533,1.0
ZNF800,0.7816982165959101,-3.3997428,1.0
CRISPLD2,0.6765300163295017,-3.385918,1.0
AEBP1,0.7741266591135103,-3.364827,1.0
ZNF638,0.9512801753366728,-3.3538284,1.0
GSK3B,0.9458747569722035,-3.333447,1.0
AKNA,0.03543998939878253,-3.3008058,1.0
STX12,0.8628039772495537,-3.2958233,1.0
STX2,0.8837099252679232,-3.286025,1.0
MTA2,0.7911917579284202,-3.281737,1.0
SPOCK2,0.297803284413074,-3.240067,1.0
ADGRG1,0.34126592482952656,-3.1950176,1.0
YAP1,0.6496613314022168,-3.136401,1.0
SERPINB9,0.7412618760899585,-3.1118076,1.0
PIM1,0.34629898417963223,-3.0653112,1.0
LIMD1,0.8487577515697906,-3.0130165,1.0
EHD1,0.6128043485154682,-2.9622624,1.0
GRAP2,0.3105825141131774,-2.9502387,1.0
EPB41L2,0.6892137537735092,-2.9446776,1.0
A2M,0.6084787522076998,-2.922687,1.0
CDH11,0.7731817070720262,-2.8876019,1.0
LPP,0.9970454528522721,-2.8699298,1.0
IDH2,0.6783364732734223,-2.8627806,1.0
DTX3L,0.7143812911683196,-2.8535798,1.0
CYSTM1,0.6951327249772496,-2.8454368,1.0
PIK3CD,0.34693142416569334,-2.8441458,1.0
ABI3BP,0.6846735849335537,-2.840515,1.0
CSK,0.4660807481874082,-2.82626,1.0
PHACTR2,0.8978560778814263,-2.8243902,1.0
NPHP3,0.8136215013289323,-2.8027008,1.0
PDCD10,0.8453742897536959,-2.798629,1.0
ADAM8,0.3831795887951127,-2.791604,1.0
ESYT1,0.43315846187505014,-2.7797968,1.0
TES,0.7199150714603754,-2.754926,1.0
SLCO2A1,0.7282432491727988,-2.7521346,1.0
PER1,0.8026249085472575,-2.7111008,1.0
RAB8B,0.6430130481070363,-2.7086391,1.0
GPX4,0.808835721729614,-2.700041,1.0
COL3A1,0.6214960114358054,-2.6751244,1.0
U2SURP,0.8871212955886962,-2.6713426,1.0
CLEC2D,0.20228769327621166,-2.6379824,1.0
PLEK,0.5710154829745778,-2.6372263,1.0
IRF1,0.6197533963169897,-2.626032,1.0
TECPR1,0.9404718292660451,-2.6078353,1.0
PCID2,0.8871212955886962,-2.5636654,1.0
ITGAL,0.1500863553050522,-2.5585818,1.0
LIMD2,0.30589426142648746,-2.5549812,1.0
FSTL1,0.7407956217829161,-2.5416343,1.0
CASK,0.7245378067933873,-2.5329912,1.0
