Cell Type,Gene Name,Score
Fibrotic fibroblast,CD160,0.013858345337212086
Fibrotic fibroblast,CD1E,0.011607558466494083
Fibrotic fibroblast,CD70,0.013309361413121223
Fibrotic fibroblast,CENPF,0.012173877097666264
Fibrotic fibroblast,CHRDL2,0.009159790351986885
Fibrotic fibroblast,CLDN10,0.005286809988319874
Fibrotic fibroblast,CLEC4D,0.003255322342738509
Fibrotic fibroblast,CMTM1,0.00584280863404274
Fibrotic fibroblast,COL6A5,0.00393409188836813
Fibrotic fibroblast,CPXM1,0.008185725659132004
Fibrotic fibroblast,CSF3,0.00456205103546381
Fibrotic fibroblast,CTH,0.003785813692957163
Fibrotic fibroblast,CXCL5,0.004970885347574949
Fibrotic fibroblast,CXCL6,0.004874753765761852
Fibrotic fibroblast,CXCL9,0.0071836658753454685
Fibrotic fibroblast,CXCR1,0.0031231832690536976
Fibrotic fibroblast,CXCR3,0.003729661926627159
Fibrotic fibroblast,CXCR6,0.004147340077906847
Fibrotic fibroblast,CYP26B1,0.005808645393699408
Fibrotic fibroblast,CYP2F1,0.005343717522919178
Fibrotic fibroblast,DAB1,0.022153181955218315
Fibrotic fibroblast,DEPDC1B,0.024906907230615616
Fibrotic fibroblast,DHH,0.0040627107955515385
Fibrotic fibroblast,DLK2,0.009333515539765358
Fibrotic fibroblast,DTX1,0.006660085637122393
Fibrotic fibroblast,E2F7,0.017198899760842323
Fibrotic fibroblast,EOMES,0.003997261170297861
Fibrotic fibroblast,FABP6,0.003904229961335659
Fibrotic fibroblast,FAM162B,0.00350737851113081
Fibrotic fibroblast,FAM222A,0.003520004451274872
Fibrotic fibroblast,FCER1A,0.004146860912442207
Fibrotic fibroblast,FGF10,0.0033548246137797832
Fibrotic fibroblast,FGFBP2,0.003029068000614643
Fibrotic fibroblast,FRZB,0.004363846965134144
Fibrotic fibroblast,FST,0.004216577857732773
Fibrotic fibroblast,GABRP,0.006890305317938328
Fibrotic fibroblast,GPR15,0.02316519245505333
Fibrotic fibroblast,GPR20,0.0058439080603420734
Fibrotic fibroblast,GSTA2,0.012325020506978035
Fibrotic fibroblast,GZMK,0.004459639545530081
Fibrotic fibroblast,HAMP,0.013666080310940742
Fibrotic fibroblast,HBD,0.00434478186070919
Fibrotic fibroblast,HBG2,0.0037570621352642775
Fibrotic fibroblast,HIST1H2AH,0.005644481163471937
Fibrotic fibroblast,HIST1H2BG,0.004029498435556889
Fibrotic fibroblast,HIST1H2BH,0.0070342011749744415
Fibrotic fibroblast,HMMR,0.007990557700395584
Fibrotic fibroblast,HOXD4,0.007345197722315788
Fibrotic fibroblast,HPR,0.005401178263127804
Fibrotic fibroblast,HS3ST2,0.006323188077658415
Fibrotic fibroblast,HSD11B2,0.0031832680106163025
Fibrotic fibroblast,HTR7,0.018132856115698814
Fibrotic fibroblast,ICOS,0.0033426168374717236
Fibrotic fibroblast,IGFN1,0.015588145703077316
Fibrotic fibroblast,IGHD,0.005677078850567341
Fibrotic fibroblast,IL11,0.016901228576898575
Fibrotic fibroblast,IL12RB2,0.006404060870409012
Fibrotic fibroblast,IL13RA2,0.006705609615892172
Fibrotic fibroblast,IL2RA,0.0049243164248764515
Fibrotic fibroblast,IL4I1,0.0032979201059788465
Fibrotic fibroblast,INSL3,0.015588360838592052
Fibrotic fibroblast,ISM1,0.0034947115927934647
Fibrotic fibroblast,KCNA5,0.00341730541549623
Fibrotic fibroblast,KCNE4,0.006091781426221132
Fibrotic fibroblast,KLHDC7B,0.007137472275644541
Fibrotic fibroblast,KLK13,0.01348830759525299
Fibrotic fibroblast,KLRB1,0.003047367325052619
Fibrotic fibroblast,KLRC1,0.016350751742720604
Fibrotic fibroblast,KLRC2,0.016083892434835434
Fibrotic fibroblast,KLRC3,0.003038034774363041
Fibrotic fibroblast,KLRF1,0.003661148017272353
Fibrotic fibroblast,KRT17,0.0031530840788036585
Fibrotic fibroblast,KRT4,0.005551435053348541
Fibrotic fibroblast,KRT6A,0.022647833451628685
Fibrotic fibroblast,LCN10,0.005613992922008038
Fibrotic fibroblast,LCN6,0.004481807351112366
Fibrotic fibroblast,LETM2,0.0038440502248704433
Fibrotic fibroblast,LEXM,0.00969708152115345
Fibrotic fibroblast,LTA,0.010399958118796349
Fibrotic fibroblast,LYPD2,0.004129590000957251
Fibrotic fibroblast,MGAM,0.0034341784194111824
Fibrotic fibroblast,MRAP2,0.008536217734217644
Fibrotic fibroblast,MUC16,0.003569768974557519
Fibrotic fibroblast,MUC5AC,0.0072386180981993675
Fibrotic fibroblast,NALCN,0.0069856904447078705
Fibrotic fibroblast,NIBAN3,0.005520887207239866
Fibrotic fibroblast,NPY1R,0.009017563425004482
Fibrotic fibroblast,NUSAP1,0.004563149064779282
Fibrotic fibroblast,ORM1,0.00412996020168066
Fibrotic fibroblast,OSR2,0.004669837653636932
Fibrotic fibroblast,P2RY8,0.003133718390017748
Fibrotic fibroblast,PADI4,0.004713496658951044
Fibrotic fibroblast,PAMR1,0.004922698251903057
Fibrotic fibroblast,PARD6G,0.00301078031770885
Fibrotic fibroblast,PCDHB10,0.005709576420485973
Fibrotic fibroblast,PCLAF,0.007864960469305515
Fibrotic fibroblast,PGR,0.0039346409030258656
Fibrotic fibroblast,PI16,0.007084570825099945
Fibrotic fibroblast,PIK3R6,0.003075521904975176
Fibrotic fibroblast,PLIN4,0.004804244730621576
Fibrotic fibroblast,PRIMA1,0.006323698908090591
Fibrotic fibroblast,PRRX2,0.0066597177647054195
Fibrotic fibroblast,RASD1,0.004096274264156818
Fibrotic fibroblast,RASD2,0.008464780636131763
Fibrotic fibroblast,RELN,0.008322511799633503
Fibrotic fibroblast,RFLNA,0.022633185610175133
Fibrotic fibroblast,RGS6,0.007865124382078648
Fibrotic fibroblast,RNASE2,0.0031428600195795298
Fibrotic fibroblast,RNF182,0.0070859105326235294
Fibrotic fibroblast,RRM2,0.00628346111625433
Fibrotic fibroblast,RXFP1,0.0038441522046923637
Fibrotic fibroblast,SCN3B,0.010293284431099892
Fibrotic fibroblast,SEMA3A,0.003966080956161022
Fibrotic fibroblast,SERPINB3,0.011476210318505764
Fibrotic fibroblast,SFRP1,0.0050722029991447926
Fibrotic fibroblast,SH2D1B,0.004501970484852791
Fibrotic fibroblast,SLC25A21,0.03316957503557205
Fibrotic fibroblast,SLC28A3,0.008760822005569935
Fibrotic fibroblast,SLC6A1,0.004047048278152943
Fibrotic fibroblast,SOSTDC1,0.0031333472579717636
Fibrotic fibroblast,SPOCD1,0.003399522975087166
Fibrotic fibroblast,SULT1E1,0.0057419417425990105
Fibrotic fibroblast,TDO2,0.006986003834754229
Fibrotic fibroblast,TM4SF18,0.004946839530020952
Fibrotic fibroblast,TM4SF19,0.007509921677410603
Fibrotic fibroblast,TMEM156,0.0032141697593033314
Fibrotic fibroblast,TMEM169,0.01583721488714218
Fibrotic fibroblast,TOP2A,0.006659979000687599
Fibrotic fibroblast,TRGC1,0.0051762694492936134
Fibrotic fibroblast,TRIM36,0.0030381001997739077
Fibrotic fibroblast,TRIM58,0.00718584842979908
Fibrotic fibroblast,TVP23A,0.0030198118183761835
Fibrotic fibroblast,TYMS,0.0033206772059202194
Fibrotic fibroblast,VTCN1,0.009422168135643005
Fibrotic fibroblast,XCL2,0.013856363482773304
Fibrotic fibroblast,Z82206.1,0.004046879708766937
Fibrotic fibroblast,ZNF273,0.010736368596553802
Fibrotic fibroblast,ZNF487,0.0051509784534573555
Fibrotic fibroblast,ZNF530,0.0034947157837450504
Fibrotic fibroblast,CCL13,0.0038436385802924633
Fibrotic fibroblast,CCL20,0.006281825248152018
Fibrotic fibroblast,CCL24,0.004129808396100998
Fibrotic fibroblast,CCL3,0.0037987648975104094
Fibrotic fibroblast,CCL7,0.029211856424808502
Fibrotic fibroblast,CHEK1,0.006572360172867775
Fibrotic fibroblast,CSF2,0.005343365482985973
Fibrotic fibroblast,CXCR2,0.003506643231958151
Fibrotic fibroblast,IL10,0.010618836618959904
Fibrotic fibroblast,MMP10,0.058286841958761215
Fibrotic fibroblast,MMP12,0.029272375628352165
Fibrotic fibroblast,MMP9,0.003950045444071293
Fibrotic fibroblast,PGF,0.004563950002193451
Fibrotic fibroblast,PROX1,0.004270751494914293
Fibrotic fibroblast,PTGES,0.005177075508981943
Fibrotic fibroblast,PTTG1,0.005430071149021387
Fibrotic fibroblast,SOX2,0.003133489517495036
Fibrotic fibroblast,SPP1,0.003132885554805398
Fibrotic fibroblast,TNF,0.004215773195028305
Fibrotic fibroblast,TNFRSF10C,0.005459775682538748
EC Venous,ABCB1,0.004521445836871862
EC Venous,ACKR2,0.005489522125571966
EC Venous,ADGRL3,0.005808786489069462
EC Venous,ADH7,0.010402224957942963
EC Venous,ADRA2A,0.003556522773578763
EC Venous,AFF2,0.00344646954908967
EC Venous,AGBL2,0.003309814026579261
EC Venous,AK5,0.027658093720674515
EC Venous,ALDH3A1,0.0034231161698698997
EC Venous,ANK1,0.007084726821631193
EC Venous,ANKRD1,0.005177380051463842
EC Venous,APOC2,0.005072355270385742
EC Venous,APOLD1,0.007864246144890785
EC Venous,ART4,0.007084318436682224
EC Venous,C2orf72,0.015837272629141808
EC Venous,C3orf70,0.003571643028408289
EC Venous,CACNB2,0.005519989412277937
EC Venous,CADPS,0.006842846516519785
EC Venous,CALB2,0.01386038027703762
EC Venous,CALCA,0.09828101098537445
EC Venous,CAMK4,0.003715211059898138
EC Venous,CBARP,0.018130457028746605
EC Venous,CCL11,0.005045764613896608
EC Venous,CCL23,0.0036472787614911795
EC Venous,CCL4L2,0.005021603312343359
EC Venous,CCN3,0.004874153528362513
EC Venous,CCN4,0.005153513979166746
EC Venous,CCNO,0.003255904419347644
EC Venous,CCR4,0.00377062545157969
EC Venous,CCR6,0.0071864053606987
EC Venous,CCR7,0.005286974832415581
EC Venous,CD160,0.013858609832823277
EC Venous,CD163L1,0.004289045464247465
EC Venous,CD177,0.013861059211194515
EC Venous,CDC20,0.022653067484498024
EC Venous,CDH6,0.006055106408894062
EC Venous,CDO1,0.003814646042883396
EC Venous,CHAC1,0.00653151236474514
EC Venous,CHRDL2,0.009159776382148266
EC Venous,CILP,0.013861526735126972
EC Venous,CLCA2,0.012635771185159683
EC Venous,CLDN10,0.005286720581352711
EC Venous,CLEC4M,0.0034465044736862183
EC Venous,CNTN4,0.00774316256865859
EC Venous,COLGALT2,0.004234247375279665
EC Venous,COMP,0.0038145792204886675
EC Venous,CRLF1,0.003771786577999592
EC Venous,CXCL5,0.004970885347574949
EC Venous,CXCL6,0.004874732345342636
EC Venous,CXCR6,0.004145761486142874
EC Venous,CYP26B1,0.00581336859613657
EC Venous,CYP2F1,0.005343735683709383
EC Venous,DEPDC1B,0.02490738406777382
EC Venous,DTX1,0.006663975305855274
EC Venous,EDA2R,0.003424546681344509
EC Venous,ERFE,0.012174829840660095
EC Venous,FABP3,0.0032556988298892975
EC Venous,FABP6,0.00390435173176229
EC Venous,FAM111B,0.01330635417252779
EC Venous,FAM124B,0.004713883623480797
EC Venous,FAM162B,0.0035071533638983965
EC Venous,FAM222A,0.0035225532483309507
EC Venous,FGF10,0.0033540765289217234
EC Venous,FGF9,0.011745013296604156
EC Venous,FOSL1,0.0036868718452751637
EC Venous,GALNT16,0.0032346949446946383
EC Venous,GCSAML,0.015587878413498402
EC Venous,GIPC3,0.0057757822796702385
EC Venous,GPR15,0.023165227845311165
EC Venous,GPR20,0.0058430759236216545
EC Venous,GZMK,0.00446593202650547
EC Venous,HAS1,0.02426428161561489
EC Venous,HBD,0.0043488298542797565
EC Venous,HBG2,0.0037570567801594734
EC Venous,HIST1H2AH,0.005647796206176281
EC Venous,HIST1H2BB,0.015585686080157757
EC Venous,HIST1H2BG,0.004030075389891863
EC Venous,HIST1H2BH,0.007034217938780785
EC Venous,HPR,0.00540118059143424
EC Venous,HS3ST2,0.006323093082755804
EC Venous,HTR3C,0.01690801978111267
EC Venous,IGHD,0.0056770299561321735
EC Venous,IGSF21,0.0047814324498176575
EC Venous,IL2RA,0.0049224416725337505
EC Venous,IL4I1,0.0032979168463498354
EC Venous,JPH2,0.008610095828771591
EC Venous,KCNA5,0.005982803646475077
EC Venous,KCNAB1,0.007291752845048904
EC Venous,KIF5C,0.011742983013391495
EC Venous,KLHL33,0.008121039718389511
EC Venous,KLK10,0.003729474265128374
EC Venous,KLRF1,0.003660887246951461
EC Venous,KRT4,0.005551426205784082
EC Venous,LEXM,0.009721663780510426
EC Venous,LGR6,0.004771859385073185
EC Venous,LRRN3,0.00436407420784235
EC Venous,LTA,0.010398473590612411
EC Venous,LYPD2,0.004129428416490555
EC Venous,LZTS1,0.004563252907246351
EC Venous,MASP1,0.004736082162708044
EC Venous,MATN3,0.0052593303844332695
EC Venous,MEDAG,0.003531144931912422
EC Venous,MEOX1,0.007743319496512413
EC Venous,MFAP5,0.005097982473671436
EC Venous,MGAM,0.0034354068338871002
EC Venous,MKI67,0.008537753485143185
EC Venous,MMP17,0.004271491896361113
EC Venous,MPL,0.009887050837278366
EC Venous,MS4A1,0.00431950343772769
EC Venous,MSMB,0.0044616349041461945
EC Venous,MT1M,0.003410849953070283
EC Venous,MUC16,0.0035697678104043007
EC Venous,MUC5AC,0.007245487067848444
EC Venous,MYOCD,0.008760091848671436
EC Venous,MYOM2,0.006018863990902901
EC Venous,NCR3,0.007186022121459246
EC Venous,NME8,0.006704967003315687
EC Venous,NOS1,0.007034408859908581
EC Venous,NRCAM,0.0036341724917292595
EC Venous,NUGGC,0.004584024194628
EC Venous,NUSAP1,0.004563156981021166
EC Venous,NXPH3,0.0040137614123523235
EC Venous,OMD,0.006936667487025261
EC Venous,OR52N4,0.03429871425032616
EC Venous,ORM1,0.0041296714916825294
EC Venous,PADI4,0.0047134896740317345
EC Venous,PCLAF,0.007869579829275608
EC Venous,PI16,0.007084561511874199
EC Venous,PLCXD3,0.008186746388673782
EC Venous,PLIN4,0.004804730415344238
EC Venous,PNMT,0.0062444196082651615
EC Venous,PPP1R17,0.02213870920240879
EC Venous,PPP2R2B,0.005049297586083412
EC Venous,PRRG3,0.003313311841338873
EC Venous,PTHLH,0.012026950716972351
EC Venous,PTN,0.00464787008240819
EC Venous,RASD1,0.004095979500561953
EC Venous,RASD2,0.008464538492262363
EC Venous,RBPMS2,0.006572683807462454
EC Venous,RIMS3,0.004648094531148672
EC Venous,RNF157,0.005231191869825125
EC Venous,RNF182,0.007084992714226246
EC Venous,RRM2,0.006285366602241993
EC Venous,RSPO2,0.005150713957846165
EC Venous,RXFP1,0.0038439538329839706
EC Venous,S100A3,0.004270527511835098
EC Venous,S100B,0.00489894999191165
EC Venous,SAA4,0.020773088559508324
EC Venous,SERPINB3,0.011476247571408749
EC Venous,SIGLEC6,0.004046360496431589
EC Venous,SIGLEC8,0.006244567688554525
EC Venous,SLC2A4,0.0195502657443285
EC Venous,SMOC2,0.0036878110840916634
EC Venous,SPIB,0.012963777408003807
EC Venous,SPINK1,0.02213452197611332
EC Venous,STAC2,0.014460565522313118
EC Venous,STC1,0.006750443484634161
EC Venous,SYN2,0.005947445053607225
EC Venous,TDO2,0.00698418915271759
EC Venous,TFPI2,0.006571496836841106
EC Venous,TM4SF18,0.004946892149746418
EC Venous,TNFAIP6,0.003469375893473625
EC Venous,TNFRSF13B,0.003950474783778191
EC Venous,TNFRSF9,0.01134367473423481
EC Venous,TNFSF8,0.004198896698653698
EC Venous,TNIP3,0.004668433219194412
EC Venous,TNR,0.005614130757749081
EC Venous,TOP2A,0.006659993901848793
EC Venous,TP53AIP1,0.006796609610319138
EC Venous,TREML1,0.00640473235398531
EC Venous,TYMS,0.0033213503193110228
EC Venous,VAX2,0.009421580471098423
EC Venous,VIPR2,0.009421203285455704
EC Venous,VIT,0.02121286652982235
EC Venous,WNT10A,0.0032878881320357323
EC Venous,WNT11,0.003873827401548624
EC Venous,Z82206.1,0.004045779351145029
EC Venous,ZDHHC19,0.031098036095499992
EC Venous,ZNF530,0.0034947104286402464
EC Venous,CCL13,0.003845873521640897
EC Venous,CCL20,0.006281851790845394
EC Venous,CCL3,0.0037999129854142666
EC Venous,CCL8,0.004345595836639404
EC Venous,CDKN2A,0.00942046009004116
EC Venous,CHEK1,0.00657237134873867
EC Venous,CSF2,0.005343383178114891
EC Venous,CXCL10,0.004711512941867113
EC Venous,CXCL14,0.00448140874505043
EC Venous,CXCR2,0.00350663298740983
EC Venous,DKK1,0.008761116303503513
EC Venous,FGF1,0.010294288396835327
EC Venous,MMP9,0.003949887119233608
EC Venous,PTTG1,0.005430127028375864
EC Venous,TFAP4,0.006842179223895073
CD4+ T Cells,AC099489.1,0.002831355668604374
CD4+ T Cells,ACTC1,0.03553285449743271
CD4+ T Cells,ADAMTSL1,0.004363871645182371
CD4+ T Cells,ADGRG3,0.0030195319559425116
CD4+ T Cells,ADGRL3,0.005808801855891943
CD4+ T Cells,ADH7,0.010402180254459381
CD4+ T Cells,ADRA1A,0.003950039856135845
CD4+ T Cells,AGBL2,0.0033098275307565928
CD4+ T Cells,AIM2,0.0031933491118252277
CD4+ T Cells,ALAS2,0.01008481252938509
CD4+ T Cells,ALOX15,0.003001824487000704
CD4+ T Cells,ALPP,0.011745798401534557
CD4+ T Cells,ANKRD1,0.005177346058189869
CD4+ T Cells,APLNR,0.00293128564953804
CD4+ T Cells,APOLD1,0.007864225655794144
CD4+ T Cells,ARC,0.005204272456467152
CD4+ T Cells,ARG1,0.01467470359057188
CD4+ T Cells,ART4,0.007084566168487072
CD4+ T Cells,AZGP1,0.003193489508703351
CD4+ T Cells,BIRC7,0.009789863601326942
CD4+ T Cells,BMX,0.011474395170807838
CD4+ T Cells,C2orf72,0.015837358310818672
CD4+ T Cells,CACNB2,0.005519987549632788
CD4+ T Cells,CCL11,0.005046405829489231
CD4+ T Cells,CCL23,0.0036472086794674397
CD4+ T Cells,CCL4L2,0.005019125062972307
CD4+ T Cells,CCN3,0.004874139558523893
CD4+ T Cells,CDH6,0.006055062171071768
CD4+ T Cells,CENPF,0.012173883616924286
CD4+ T Cells,CFAP97D2,0.003019969677552581
CD4+ T Cells,CLEC4D,0.0032553239725530148
CD4+ T Cells,CNTN4,0.0077430992387235165
CD4+ T Cells,COL4A6,0.007399869617074728
CD4+ T Cells,CSF3,0.0045616296119987965
CD4+ T Cells,CTH,0.0037858146242797375
CD4+ T Cells,CTHRC1,0.0026655690744519234
CD4+ T Cells,CXCL9,0.007183703128248453
CD4+ T Cells,CXCR1,0.0031232426408678293
CD4+ T Cells,CYTL1,0.01812761276960373
CD4+ T Cells,DHH,0.004062682390213013
CD4+ T Cells,DKK2,0.0030565732158720493
CD4+ T Cells,DLK2,0.009333510883152485
CD4+ T Cells,ECRG4,0.0030756057240068913
CD4+ T Cells,ERMN,0.0049226912669837475
CD4+ T Cells,EXOC3L2,0.0026942496187984943
CD4+ T Cells,FABP3,0.0032557002268731594
CD4+ T Cells,FABP6,0.0039042248390614986
CD4+ T Cells,FAM162B,0.003507107263430953
CD4+ T Cells,FAM171B,0.007238992489874363
CD4+ T Cells,FCER2,0.009789110161364079
CD4+ T Cells,FCRL3,0.0035951812751591206
CD4+ T Cells,FCRL5,0.0040312097407877445
CD4+ T Cells,FFAR2,0.0027836961671710014
CD4+ T Cells,FGF12,0.007865628227591515
CD4+ T Cells,FGFBP2,0.003028755309060216
CD4+ T Cells,FLNC,0.0028234925121068954
CD4+ T Cells,FLRT2,0.002651411108672619
CD4+ T Cells,FLT3,0.005320139694958925
CD4+ T Cells,FOXC2,0.004344923421740532
CD4+ T Cells,FRMD3,0.005098109599202871
CD4+ T Cells,FSD1,0.02766377292573452
CD4+ T Cells,FST,0.004216574598103762
CD4+ T Cells,GALNT16,0.0032347047235816717
CD4+ T Cells,GPIHBP1,0.0034113486763089895
CD4+ T Cells,GPRIN1,0.02076592482626438
CD4+ T Cells,GSTA2,0.012324880808591843
CD4+ T Cells,GUCY1A2,0.002914116717875004
CD4+ T Cells,HBD,0.0043447501957416534
CD4+ T Cells,HBG2,0.0037576560862362385
CD4+ T Cells,HMMR,0.007990561425685883
CD4+ T Cells,HOXA9,0.00602048309519887
CD4+ T Cells,HPR,0.005401179660111666
CD4+ T Cells,ICOS,0.003343519987538457
CD4+ T Cells,IGHD,0.005677216220647097
CD4+ T Cells,IGSF21,0.004781246650964022
CD4+ T Cells,IL13RA2,0.006704114843159914
CD4+ T Cells,IL2RA,0.004922464489936829
CD4+ T Cells,IL4I1,0.0032979242969304323
CD4+ T Cells,ITGA11,0.004922678228467703
CD4+ T Cells,JPH2,0.008608619682490826
CD4+ T Cells,KCNA5,0.005982786882668734
CD4+ T Cells,KLRB1,0.0030471784994006157
CD4+ T Cells,KRT17,0.0031530826818197966
CD4+ T Cells,KRT6A,0.022647865116596222
CD4+ T Cells,LETM2,0.003844072576612234
CD4+ T Cells,LGR6,0.004758510738611221
CD4+ T Cells,LRRC74B,0.0029228769708424807
CD4+ T Cells,LYPD2,0.004129534121602774
CD4+ T Cells,MAP1LC3C,0.00708409771323204
CD4+ T Cells,MCF2L2,0.004461376927793026
CD4+ T Cells,MEDAG,0.0035311407409608364
CD4+ T Cells,MGAM,0.0034342515282332897
CD4+ T Cells,MKI67,0.008536452427506447
CD4+ T Cells,MRAP2,0.008536039851605892
CD4+ T Cells,MUC16,0.0035697740968316793
CD4+ T Cells,MYOCD,0.008760016411542892
CD4+ T Cells,MYOM2,0.006018762476742268
CD4+ T Cells,NELL2,0.002776569686830044
CD4+ T Cells,NRCAM,0.003634205088019371
CD4+ T Cells,NUSAP1,0.004563165362924337
CD4+ T Cells,NXPH3,0.004013789817690849
CD4+ T Cells,OMD,0.006936759687960148
CD4+ T Cells,ORM1,0.004129697568714619
CD4+ T Cells,OTUD7A,0.009079269133508205
CD4+ T Cells,PADI4,0.004713590256869793
CD4+ T Cells,PCDH10,0.01881580613553524
CD4+ T Cells,PHKG1,0.004030041862279177
CD4+ T Cells,PKP1,0.00411277636885643
CD4+ T Cells,PLIN4,0.004805382341146469
CD4+ T Cells,PLXNA4,0.0028557402547448874
CD4+ T Cells,PPP2R2B,0.00504645798355341
CD4+ T Cells,PRRX2,0.006659706588834524
CD4+ T Cells,PTN,0.00464795995503664
CD4+ T Cells,RASD1,0.004095983225852251
CD4+ T Cells,RBM20,0.02166915312409401
CD4+ T Cells,RBP4,0.002701594028621912
CD4+ T Cells,RBPMS2,0.0065718102268874645
CD4+ T Cells,RFLNA,0.022627804428339005
CD4+ T Cells,RGL4,0.007864243350923061
CD4+ T Cells,RNASE2,0.003142839064821601
CD4+ T Cells,RNF157,0.005231196992099285
CD4+ T Cells,RSPO3,0.0031429349910467863
CD4+ T Cells,S100A3,0.004270516335964203
CD4+ T Cells,SCUBE1,0.0029837926849722862
CD4+ T Cells,SIT1,0.002856392180547118
CD4+ T Cells,SMOC2,0.0036878425162285566
CD4+ T Cells,SOSTDC1,0.003133340971544385
CD4+ T Cells,SPTB,0.007927102968096733
CD4+ T Cells,STC1,0.006749468855559826
CD4+ T Cells,TCAF2,0.0067048026248812675
CD4+ T Cells,TNFAIP6,0.0034696958027780056
CD4+ T Cells,TNS4,0.0032037387136369944
CD4+ T Cells,TOP2A,0.006659981794655323
CD4+ T Cells,TRIM36,0.0030381048563867807
CD4+ T Cells,TRIM7,0.0026586493477225304
CD4+ T Cells,TYMS,0.00332069955766201
CD4+ T Cells,UCHL1,0.005520419217646122
CD4+ T Cells,VAX2,0.00942113809287548
CD4+ T Cells,VWC2,0.01279741432517767
CD4+ T Cells,WNT10B,0.008056418038904667
CD4+ T Cells,XCL2,0.013856387697160244
CD4+ T Cells,ZDHHC11,0.002864121226593852
CD4+ T Cells,ZNF273,0.010736711323261261
CD4+ T Cells,ZNF530,0.003494712058454752
CD4+ T Cells,CCL24,0.00412980979308486
CD4+ T Cells,CCL3,0.003798769088461995
CD4+ T Cells,CCL8,0.00434434087947011
CD4+ T Cells,CXCL10,0.00471196323633194
CD4+ T Cells,CXCR2,0.0035066448617726564
CD4+ T Cells,EGF,0.01813669316470623
CD4+ T Cells,ESM1,0.007344007026404142
CD4+ T Cells,HSPA2,0.0030472874641418457
CD4+ T Cells,IGSF3,0.0028973990119993687
CD4+ T Cells,IL10,0.010621213354170322
CD4+ T Cells,MMP1,0.009885992854833603
CD4+ T Cells,MMP9,0.003949940670281649
CD4+ T Cells,PGF,0.004562913905829191
CD4+ T Cells,PTGES,0.0051767053082585335
CD4+ T Cells,PTTG1,0.005430073477327824
CD4+ T Cells,SERPINE2,0.0029397429898381233
CD4+ T Cells,SOX2,0.003133488819003105
CD4+ T Cells,SPP1,0.0031328441109508276
CD4+ T Cells,TFAP4,0.006848739460110664
CD4+ T Cells,TP63,0.0029058160725980997
MUC5B+ club,ACP5,0.0005607946077361703
MUC5B+ club,ACTG2,0.002251377794891596
MUC5B+ club,ADAMDEC1,0.006659382488578558
MUC5B+ club,ADAMTS2,0.0008276667795144022
MUC5B+ club,ADAMTS8,0.0009754172642715275
MUC5B+ club,ADAMTSL2,0.0010938767809420824
MUC5B+ club,ADAP2,0.0007787029026076198
MUC5B+ club,ADGRE2,0.0009458544664084911
MUC5B+ club,ADGRG1,0.0006229612627066672
MUC5B+ club,ADGRL4,0.0007798934821039438
MUC5B+ club,ADH1B,0.000766147393733263
MUC5B+ club,ADM,0.0010612858459353447
MUC5B+ club,ADORA2A,0.0013884477084502578
MUC5B+ club,ADRB1,0.0008215766865760088
MUC5B+ club,AFAP1L1,0.0005720165790989995
MUC5B+ club,AKR1B1,0.0005548741901293397
MUC5B+ club,APLN,0.002341039013117552
MUC5B+ club,APOC1,0.0018342965049669147
MUC5B+ club,APOD,0.0011035121278837323
MUC5B+ club,APOL2,0.0006792325875721872
MUC5B+ club,ARHGEF15,0.000565239111892879
MUC5B+ club,ARL4C,0.0005850741290487349
MUC5B+ club,ASRGL1,0.0006701555103063583
MUC5B+ club,ATF5,0.0008840022492222488
MUC5B+ club,ATP6V0A2,0.0005658547743223608
MUC5B+ club,ATP8B1,0.000910612870939076
MUC5B+ club,B3GALNT1,0.0010129944421350956
MUC5B+ club,BAG2,0.0009477004059590399
MUC5B+ club,BIN2,0.0005524037987925112
MUC5B+ club,C15orf48,0.002368298592045903
MUC5B+ club,C1QTNF1,0.0015055109979584813
MUC5B+ club,C3AR1,0.0006513379048556089
MUC5B+ club,C5AR1,0.0005919680697843432
MUC5B+ club,CA4,0.0010762360179796815
MUC5B+ club,CAB39L,0.0015056916745379567
MUC5B+ club,CASKIN2,0.000570707197766751
MUC5B+ club,CCDC3,0.0018176131416112185
MUC5B+ club,CCDC80,0.0006834190571680665
MUC5B+ club,CCL18,0.0009669573628343642
MUC5B+ club,CD209,0.0013827795628458261
MUC5B+ club,CD226,0.0014637340791523457
MUC5B+ club,CD248,0.00100988510530442
MUC5B+ club,CD34,0.0005567414918914437
MUC5B+ club,CDH13,0.0011859714286401868
MUC5B+ club,CEACAM19,0.0009450454963371158
MUC5B+ club,CHIT1,0.006704570725560188
MUC5B+ club,CHRD,0.00218268483877182
MUC5B+ club,CHRDL2,0.009159780107438564
MUC5B+ club,CITED4,0.0012358198873698711
MUC5B+ club,CLDN11,0.002044316614046693
MUC5B+ club,CLEC14A,0.0005514969234354794
MUC5B+ club,CLEC3B,0.0009792750934138894
MUC5B+ club,CLIC3,0.0005759865744039416
MUC5B+ club,CLMP,0.0011220743181183934
MUC5B+ club,CMPK2,0.001190217211842537
MUC5B+ club,COL12A1,0.0010119897779077291
MUC5B+ club,COL13A1,0.0010318048298358917
MUC5B+ club,COL27A1,0.001119548687711358
MUC5B+ club,COMP,0.0038145813159644604
MUC5B+ club,CP,0.0009831396164372563
MUC5B+ club,CPE,0.0015668547712266445
MUC5B+ club,CTNNAL1,0.0005878168158233166
