Cell Type,Gene Name,Score
Plasma cells,PROX1,0.004270748235285282
Plasma cells,SOX2,0.003133499063551426
Plasma cells,SPP1,0.0031328368932008743
Plasma cells,TNFRSF10C,0.005459874402731657
Alveolar macrophages,ABLIM2,0.00206547393463552
Alveolar macrophages,ACKR1,0.0018946821801364422
Alveolar macrophages,ADAM28,0.00101300491951406
Alveolar macrophages,ADAMDEC1,0.006659382488578558
Alveolar macrophages,ADAMTS8,0.0009754177299328148
Alveolar macrophages,ADCY5,0.0023139636032283306
Alveolar macrophages,ADM,0.0010612908517941833
Alveolar macrophages,AIF1L,0.0012223123339936137
Alveolar macrophages,ANK2,0.001896957983262837
Alveolar macrophages,ANO1,0.001463824650272727
Alveolar macrophages,APOBEC3A,0.002052497351542115
Alveolar macrophages,APOBEC3H,0.0035439941566437483
Alveolar macrophages,ARHGEF25,0.0010414839489385486
Alveolar macrophages,ATP1A2,0.003173172241076827
Alveolar macrophages,ATP8B1,0.0009106140932999551
Alveolar macrophages,B3GALNT1,0.0010130001464858651
Alveolar macrophages,BAG2,0.0009494654950685799
Alveolar macrophages,BCL11B,0.0015843033324927092
Alveolar macrophages,BPIFB1,0.0010028497781604528
Alveolar macrophages,C1QTNF1,0.0015055160038173199
Alveolar macrophages,C1orf216,0.0013620933750644326
Alveolar macrophages,C9orf24,0.0011234281118959188
Alveolar macrophages,CA4,0.0010762717574834824
Alveolar macrophages,CAB39L,0.001505697495304048
Alveolar macrophages,CCDC3,0.0018176204757764935
Alveolar macrophages,CCL19,0.0015498297289013863
Alveolar macrophages,CCL23,0.0036538694985210896
Alveolar macrophages,CCNO,0.0032560033723711967
Alveolar macrophages,CCR2,0.0012865979224443436
Alveolar macrophages,CD2,0.0009744256385602057
Alveolar macrophages,CD247,0.001487685483880341
Alveolar macrophages,CD3D,0.001207383582368493
Alveolar macrophages,CD3E,0.0011517310049384832
Alveolar macrophages,CD40LG,0.0031330762431025505
Alveolar macrophages,CD5,0.0018932543462142348
Alveolar macrophages,CD6,0.001039265189319849
Alveolar macrophages,CD79B,0.002319363644346595
Alveolar macrophages,CD96,0.0009031498921103776
Alveolar macrophages,CDH13,0.0011859731748700142
Alveolar macrophages,CDH23,0.0010109570575878024
Alveolar macrophages,CLEC3B,0.000979305594228208
Alveolar macrophages,CLMP,0.0011221104068681598
Alveolar macrophages,COL12A1,0.0010119903599843383
Alveolar macrophages,COL15A1,0.0010233173379674554
Alveolar macrophages,COL27A1,0.0011195492697879672
Alveolar macrophages,COL5A3,0.0009688379941508174
Alveolar macrophages,CPE,0.0015668626874685287
Alveolar macrophages,CR1,0.0008686119108460844
Alveolar macrophages,CST7,0.0009369790204800665
Alveolar macrophages,CTXN1,0.0010161272948607802
Alveolar macrophages,CXCL9,0.007183684967458248
Alveolar macrophages,CXCR3,0.0037282502744346857
Alveolar macrophages,CXCR6,0.004145770333707333
Alveolar macrophages,CYP7B1,0.001081989612430334
Alveolar macrophages,DENND2A,0.0009477537823840976
Alveolar macrophages,DES,0.001300814445130527
Alveolar macrophages,DGKE,0.001172101590782404
Alveolar macrophages,DIPK2B,0.0014573970111086965
Alveolar macrophages,DLL4,0.0010659273248165846
Alveolar macrophages,ECRG4,0.003075619461014867
Alveolar macrophages,EGFL6,0.0021544573828577995
Alveolar macrophages,EMB,0.0009352832566946745
Alveolar macrophages,EMCN,0.0009880090365186334
Alveolar macrophages,EMID1,0.0011318280594423413
Alveolar macrophages,F8,0.0024499157443642616
Alveolar macrophages,FABP3,0.003255706513300538
Alveolar macrophages,FAM107A,0.0010647887829691172
Alveolar macrophages,FAM110D,0.0029892136808484793
Alveolar macrophages,FAM162B,0.0035070988815277815
Alveolar macrophages,FASLG,0.0018860595300793648
Alveolar macrophages,FBLIM1,0.0009147637756541371
Alveolar macrophages,FMO3,0.0020735771395266056
Alveolar macrophages,FOLR2,0.0014261737233027816
Alveolar macrophages,FOSB,0.001045807497575879
Alveolar macrophages,FOXC1,0.0019795172847807407
Alveolar macrophages,FOXL1,0.005204341374337673
Alveolar macrophages,FRMD6,0.001744648558087647
Alveolar macrophages,FXYD1,0.0009477128623984754
Alveolar macrophages,GCOM1,0.001056948211044073
Alveolar macrophages,GNG11,0.0008785966201685369
Alveolar macrophages,GOLGA8A,0.0012358592357486486
Alveolar macrophages,GPR155,0.001090305158868432
Alveolar macrophages,GPR183,0.0011504446156322956
Alveolar macrophages,GPR68,0.0017176888650283217
Alveolar macrophages,GUCY1A2,0.002914200769737363
Alveolar macrophages,GUCY1B1,0.0016858747694641352
Alveolar macrophages,HAPLN3,0.001000693067908287
Alveolar macrophages,HEY1,0.0018343996489420533
Alveolar macrophages,HEYL,0.0013383832992985845
Alveolar macrophages,HILPDA,0.001430100412108004
Alveolar macrophages,HS3ST2,0.006323113106191158
Alveolar macrophages,HSPB7,0.002261536894366145
Alveolar macrophages,IFIT2,0.0022979057393968105
Alveolar macrophages,IGLC1,0.0022770785726606846
Alveolar macrophages,IL2RB,0.0011887575965374708
Alveolar macrophages,ITGA10,0.0017296136356890202
Alveolar macrophages,ITGA7,0.0015596415614709258
Alveolar macrophages,ITGB3,0.0013400741154327989
Alveolar macrophages,ITIH5,0.001023372751660645
Alveolar macrophages,KCNAB1,0.007291750982403755
Alveolar macrophages,KCNK3,0.0015547992661595345
Alveolar macrophages,KCNMA1,0.0010762069141492248
Alveolar macrophages,KCNMB1,0.001599541981704533
Alveolar macrophages,KLRB1,0.003047150792554021
Alveolar macrophages,LCK,0.0011360828066244721
Alveolar macrophages,LDLRAD3,0.0017356015741825104
Alveolar macrophages,LMOD1,0.0010296929394826293
Alveolar macrophages,LOXL2,0.0016773856477811933
Alveolar macrophages,LTBP1,0.000996793038211763
Alveolar macrophages,LYPD2,0.004129523877054453
Alveolar macrophages,MAFF,0.0008538179099559784
Alveolar macrophages,MAOB,0.0016442923806607723
Alveolar macrophages,MAP1B,0.0014723754720762372
Alveolar macrophages,MEST,0.0016553408931940794
Alveolar macrophages,MME,0.0010160882957279682
Alveolar macrophages,MMRN1,0.002196910558268428
Alveolar macrophages,MRVI1,0.0010998952202498913
Alveolar macrophages,MT1A,0.002266481053084135
Alveolar macrophages,MTMR11,0.0013120848452672362
Alveolar macrophages,N4BP3,0.0015524845803156495
Alveolar macrophages,NPR3,0.0012768807355314493
Alveolar macrophages,NRARP,0.001430323114618659
Alveolar macrophages,NXF3,0.0027844905853271484
Alveolar macrophages,OAF,0.0008785887621343136
Alveolar macrophages,OGN,0.0019372926326468587
Alveolar macrophages,ORM1,0.004129696171730757
Alveolar macrophages,PCDH12,0.0014510581968352199
Alveolar macrophages,PCDHB12,0.0024743592366576195
Alveolar macrophages,PDE1C,0.0017757477471604943
Alveolar macrophages,PDPN,0.0011208199430257082
Alveolar macrophages,PEG10,0.0025566548574715853
Alveolar macrophages,PGR,0.0039346348494291306
Alveolar macrophages,PKN3,0.0008619750151410699
Alveolar macrophages,PLA1A,0.0021825479343533516
Alveolar macrophages,PLA2G7,0.0019447767408564687
Alveolar macrophages,PLN,0.0020783429499715567
Alveolar macrophages,POSTN,0.0022164960391819477
Alveolar macrophages,PPP1R3C,0.0014201293233782053
Alveolar macrophages,PTCH1,0.001087963581085205
Alveolar macrophages,RALGPS2,0.0011247041402384639
Alveolar macrophages,RAMP1,0.0022514585871249437
Alveolar macrophages,RARRES1,0.0010160363744944334
Alveolar macrophages,RBM20,0.02166903391480446
Alveolar macrophages,RBPMS2,0.006571742240339518
Alveolar macrophages,RGS1,0.001078493078239262
Alveolar macrophages,RNF122,0.001059117610566318
Alveolar macrophages,RNF125,0.0009764362475834787
Alveolar macrophages,SCARA3,0.00113486812915653
Alveolar macrophages,SCN1B,0.0016551729058846831
Alveolar macrophages,SELP,0.0018027897458523512
Alveolar macrophages,SEMA6A,0.0016309195198118687
Alveolar macrophages,SERPINA3,0.0010658109094947577
Alveolar macrophages,SIGLEC10,0.0011831239098683
Alveolar macrophages,SLAMF1,0.0015332972398027778
Alveolar macrophages,SLC18B1,0.0010307567426934838
Alveolar macrophages,SLC2A1,0.0008919011452235281
Alveolar macrophages,SNCG,0.0013438183814287186
Alveolar macrophages,SOX7,0.0010927073890343308
Alveolar macrophages,SPEG,0.002036010380834341
Alveolar macrophages,SRPK3,0.00998628418892622
Alveolar macrophages,SRPX,0.0013878092868253589
Alveolar macrophages,SRPX2,0.001430276781320572
Alveolar macrophages,SSTR1,0.0019412337569519877
Alveolar macrophages,STAC2,0.014460540376603603
Alveolar macrophages,STEAP1,0.0021968737710267305
Alveolar macrophages,SYNM,0.0009240946383215487
Alveolar macrophages,SYNPO2,0.0012639353517442942
Alveolar macrophages,TCF7,0.0013492013094946742
Alveolar macrophages,TEKT2,0.001025515142828226
Alveolar macrophages,TESC,0.001240427023731172
Alveolar macrophages,TFF3,0.0021538531873375177
Alveolar macrophages,TGFB2,0.0016973621677607298
Alveolar macrophages,TGFB3,0.001447406830266118
Alveolar macrophages,THBS2,0.0010048014810308814
Alveolar macrophages,THSD1,0.001165321678854525
Alveolar macrophages,THY1,0.0017176801338791847
Alveolar macrophages,TLL1,0.0026493382174521685
Alveolar macrophages,TMOD1,0.0011973847867920995
Alveolar macrophages,TNFRSF18,0.0020277616567909718
Alveolar macrophages,TRGC1,0.005176289938390255
Alveolar macrophages,TRIM29,0.0014811865985393524
Alveolar macrophages,TRPC6,0.0010382510954514146
Alveolar macrophages,TSKU,0.0012075211852788925
Alveolar macrophages,TSPAN2,0.001463817898184061
Alveolar macrophages,TXK,0.002864115871489048
Alveolar macrophages,VEGFD,0.002140559023246169
Alveolar macrophages,ZBTB14,0.001524020335637033
Alveolar macrophages,ZNF169,0.0012934030964970589
Alveolar macrophages,ZNF549,0.0010099385399371386
Alveolar macrophages,ACLY,0.0013510072603821754
Alveolar macrophages,ALDH1A3,0.002140563214197755
Alveolar macrophages,ALOX15B,0.0012818316463381052
Alveolar macrophages,ANGPT1,0.0011233679251745343
Alveolar macrophages,CDKN1C,0.0013963927049189806
Alveolar macrophages,CRYAB,0.0009567603701725602
Alveolar macrophages,CXCL8,0.0011830334551632404
Alveolar macrophages,G6PD,0.000935312535148114
Alveolar macrophages,HGF,0.0010624885326251388
Alveolar macrophages,ICAM3,0.001446804846636951
Alveolar macrophages,IGFBP3,0.0020401286892592907
Alveolar macrophages,IL10,0.010618836618959904
Alveolar macrophages,IL6,0.0014012339524924755
Alveolar macrophages,KITLG,0.0009353175992146134
Alveolar macrophages,MATK,0.0008927278104238212
Alveolar macrophages,SERPINE1,0.0008669981034472585
Alveolar macrophages,TACC3,0.001396301668137312
Alveolar macrophages,TNFRSF11B,0.002509437268599868
Alveolar macrophages,UBTD1,0.0011945395963266492
Fibrotic fibroblast,ABCB1,0.004521658644080162
Fibrotic fibroblast,ACKR2,0.0054896823130548
Fibrotic fibroblast,ACTA1,0.025530081242322922
Fibrotic fibroblast,ACTN2,0.003183257533237338
Fibrotic fibroblast,ADAMDEC1,0.006659394130110741
Fibrotic fibroblast,ADCYAP1,0.012324788607656956
Fibrotic fibroblast,ADGRG3,0.003019479801878333
Fibrotic fibroblast,ADH7,0.01040220633149147
Fibrotic fibroblast,ADRA1A,0.003950224258005619
Fibrotic fibroblast,ADRA2A,0.003556512761861086
Fibrotic fibroblast,AFF2,0.0034464537166059017
Fibrotic fibroblast,AGBL2,0.0033098317217081785
Fibrotic fibroblast,AGRP,0.008187074214220047
Fibrotic fibroblast,ALDH3A1,0.0034230679739266634
Fibrotic fibroblast,AMPD1,0.009790695272386074
Fibrotic fibroblast,ANKRD1,0.0051796818152070045
Fibrotic fibroblast,APBA2,0.0034473701380193233
Fibrotic fibroblast,APOBEC3H,0.0035451408475637436
Fibrotic fibroblast,APOC2,0.005072364117950201
Fibrotic fibroblast,APOLD1,0.007865533232688904
Fibrotic fibroblast,ARC,0.0052042207680642605
Fibrotic fibroblast,ARG1,0.014674406498670578
Fibrotic fibroblast,ATP1A2,0.0031742241699248552
Fibrotic fibroblast,BDNF,0.008917747996747494
Fibrotic fibroblast,BRSK1,0.0031531129498034716
Fibrotic fibroblast,C1QTNF7,0.00314325257204473
Fibrotic fibroblast,C3orf18,0.003038145136088133
Fibrotic fibroblast,C3orf70,0.0035695848055183887
Fibrotic fibroblast,C4BPB,0.0032244136091321707
Fibrotic fibroblast,CA3,0.0030945241451263428
Fibrotic fibroblast,CACNB2,0.00552000105381012
Fibrotic fibroblast,CADM3,0.006572294514626265
Fibrotic fibroblast,CAMK4,0.0037166313268244267
Fibrotic fibroblast,CCDC89,0.0033882176503539085
Fibrotic fibroblast,CCL23,0.00364709016866982
Fibrotic fibroblast,CCN3,0.0048741926439106464
Fibrotic fibroblast,CCN4,0.005151642020791769
Fibrotic fibroblast,CCR6,0.007186402566730976
