,SPP1+ macrophages,AT2,MUC5B+ club,Monocyte-derived macrophage,CD4+ T Cells,EC Arterial,CD8+ T Cells,Dendritic cells,Alveolar macrophages,Smooth muscle cells,Mast cells,KRT5-/KRT17+ cells,Fibrotic fibroblast,EC Venous,SCGB3A2+/SCGB1A1+ club,Plasma cells,Goblet,Ciliated,Pericyte,EC General capillary
CXCL12,0.00048499999684281647,0.0,0.0,0.0,0.0004900000058114529,0.00048499999684281647,0.0,0.00047500000800937414,0.0,0.0004799999878741801,0.0004799999878741801,0.0,0.0004713333328254521,0.00048285716911777854,0.0005000000237487257,0.0005000000237487257,0.0004900000058114529,0.0,0.0,0.0
CSF1,0.0,0.0004799999878741801,0.0004900000058114529,0.0005000000237487257,0.00047166665899567306,0.0004900000058114529,0.0,0.0005099999834783375,0.00046999999904073775,0.0004900000058114529,0.0004900000058114529,0.0004799999878741801,0.00047300002188421786,0.00048333333688788116,0.0,0.0005099999834783375,0.0,0.0,0.00048499999684281647,0.00048499999684281647
MAP2K7,0.0,0.00048499999684281647,0.0,0.0004950000438839197,0.000467999983811751,0.0005300000193528831,0.0,0.0,0.0004866666567977518,0.0,0.0005099999834783375,0.00046333333011716604,0.000480000046081841,0.0005099999834783375,0.0005250000394880772,0.0,0.0,0.00047333331895060837,0.0,0.0004799999878741801
ITPK1,0.0004950000438839197,0.00048333333688788116,0.0,0.0004949999856762588,0.00047333331895060837,0.0,0.0,0.0004950000438839197,0.0004675000091083348,0.0004999999655410647,0.0,0.00047500000800937414,0.0004820000031031668,0.0005000000237487257,0.0005699999746866524,0.0004900000058114529,0.0,0.0,0.0,0.0
MCRS1,0.0,0.00048000001697801054,0.00046999999904073775,0.0005200000014156103,0.0004866666567977518,0.0005033333436585963,0.0,0.0005133333033882082,0.00046999999904073775,0.0004900000058114529,0.0005066666635684669,0.00047500000800937414,0.0004816666478291154,0.0,0.0005499999970197678,0.0,0.0,0.0004799999878741801,0.0,0.0
SRC,0.0005099999834783375,0.0004959999932907522,0.0004900000058114529,0.0005000000237487257,0.00046333333011716604,0.0,0.0,0.0005000000237487257,0.00048333333688788116,0.0,0.0005099999834783375,0.0004983333055861294,0.0004975000047124922,0.0005000000237487257,0.0,0.0,0.0,0.0,0.0005050000036135316,0.0
CCN2,0.0,0.0004900000058114529,0.00046999999904073775,0.0004875000158790499,0.00048499999684281647,0.0005100000416859984,0.0005300000193528831,0.0,0.00046999999904073775,0.0004949999856762588,0.0,0.0,0.0004885714151896536,0.0004950000438839197,0.000539999979082495,0.00048499999684281647,0.0005050000036135316,0.0004799999878741801,0.0,0.0
MDM2,0.0005000000237487257,0.0005099999834783375,0.0005050000036135316,0.0005159999709576368,0.0004933333257213235,0.0005200000014156103,0.0004199999966658652,0.0005066666635684669,0.0005000000237487257,0.0,0.0004799999878741801,0.0005000000237487257,0.0005000000237487257,0.0005200000014156103,0.0,0.0,0.0,0.0004799999878741801,0.0,0.0
NINJ1,0.0005074999644421041,0.0004958333447575569,0.0,0.0004999999655410647,0.0,0.0005033332854509354,0.0,0.0005019999807700515,0.0,0.0,0.000539999979082495,0.0005099999834783375,0.0004879999905824661,0.0005000000237487257,0.0,0.0005499999970197678,0.0,0.0,0.0,0.0
HDAC1,0.0005499999970197678,0.0005166666815057397,0.0005150000215508044,0.0005100000416859984,0.00048000001697801054,0.0005000000237487257,0.0005000000237487257,0.0005300000193528831,0.0004949999856762588,0.0005300000193528831,0.0005300000193528831,0.0005300000193528831,0.0005119999987073243,0.0005300000193528831,0.0,0.0005499999970197678,0.0,0.0005050000036135316,0.0005200000014156103,0.0
MAPK12,0.0,0.0,0.0005300000193528831,0.0,0.00048749998677521944,0.0005200000014156103,0.0,0.0004966666456311941,0.0,0.0,0.0005200000014156103,0.00046999999904073775,0.000505333358887583,0.0005186666385270655,0.0,0.0,0.0,0.0,0.0005200000014156103,0.0005150000215508044
DEK,0.0005133333033882082,0.0005224999622441828,0.0,0.000534999999217689,0.0004949999856762588,0.0005299999611452222,0.0005300000193528831,0.0005150000215508044,0.0005099999834783375,0.0,0.0005300000193528831,0.0,0.0005050000036135316,0.0005300000193528831,0.0005366666591726243,0.0,0.0,0.0005100000416859984,0.0005000000237487257,0.0005250000394880772
TERF2,0.0,0.000518333341460675,0.000539999979082495,0.0,0.0005024999845772982,0.0005499999970197678,0.0005300000193528831,0.0005200000596232712,0.0,0.0,0.0,0.0004900000058114529,0.0005144444294273853,0.0005333333392627537,0.0,0.000539999979082495,0.0,0.0005000000237487257,0.0005200000014156103,0.0
PTBP1,0.0,0.0005242857150733471,0.0005050000036135316,0.0005366666591726243,0.0005000000237487257,0.0005200000014156103,0.000539999979082495,0.0,0.0005149999633431435,0.0004799999878741801,0.0005499999970197678,0.0005099999834783375,0.000534999999217689,0.0005319999763742089,0.0005699999746866524,0.0,0.0,0.0005066667217761278,0.0005200000014156103,0.0
PKM,0.0,0.0005119999987073243,0.0,0.0005200000014156103,0.0005149999633431435,0.0005300000193528831,0.0,0.000534999999217689,0.0004875000158790499,0.0,0.000534999999217689,0.0005133333033882082,0.0005299999611452222,0.0,0.0006099999882280827,0.0,0.0,0.000539999979082495,0.0,0.0005499999970197678
CDKN1A,0.0,0.0005354545428417623,0.0,0.000514000013936311,0.0005000000237487257,0.0005300000193528831,0.0,0.000539999979082495,0.0004966666456311941,0.0005300000193528831,0.0005499999970197678,0.0005300000193528831,0.0005280000041238964,0.0,0.0005699999746866524,0.0,0.0005499999970197678,0.0,0.0,0.0
MIF,0.0,0.0005259999888949096,0.0005200000014156103,0.000539999979082495,0.000522000016644597,0.0005850000306963921,0.000484999967738986,0.0,0.0,0.0004900000058114529,0.000539999979082495,0.0,0.0005299999611452222,0.0,0.0005519999540410936,0.0005649999948218465,0.0,0.0,0.0,0.0005200000014156103
MAPK14,0.0,0.0005380000220611691,0.0005099999834783375,0.0005375000182539225,0.0005187499918974936,0.0,0.0005300000193528831,0.0005400000372901559,0.0,0.0,0.000539999979082495,0.0004900000058114529,0.0005300000193528831,0.000539999979082495,0.0005599999567493796,0.0006099999882280827,0.0,0.0,0.0,0.000539999979082495
HK3,0.0005300000193528831,0.0005499999970197678,0.0,0.0005419999943114817,0.0,0.0006200000061653554,0.0,0.0005355555331334472,0.0005222223117016256,0.0,0.0005499999970197678,0.0,0.0005466666189022362,0.0005499999970197678,0.0,0.0,0.0,0.0,0.0,0.0005200000014156103
SYK,0.0005766666145063937,0.0005433333572000265,0.0,0.0005362499505281448,0.0,0.0005699999746866524,0.0005499999970197678,0.0005579999415203929,0.0005325000383891165,0.0,0.0,0.000539999979082495,0.0005499999970197678,0.0,0.0,0.0005933333304710686,0.0,0.0005466666189022362,0.0,0.0
PAK4,0.0,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005550000350922346,0.0005499999970197678,0.0,0.0005499999970197678,0.0005300000193528831,0.0,0.0,0.000539999979082495,0.0005549999768845737,0.0005600000149570405,0.0005766666145063937,0.0,0.0,0.0005440000095404685,0.0005499999970197678,0.0005633333348669112
ID4,0.0,0.0005594736430794001,0.0005400000372901559,0.0005799999926239252,0.0005599999567493796,0.0,0.0,0.0,0.0,0.0005649999948218465,0.0005649999948218465,0.0005433333572000265,0.0005480000399984419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K6,0.0,0.0005666667129844427,0.0005300000193528831,0.000590000010561198,0.0005466666189022362,0.0005675000138580799,0.0,0.0,0.0,0.0,0.0005799999926239252,0.0005599999567493796,0.0005478571401908994,0.0005707142991013825,0.0,0.0005499999970197678,0.0,0.0005649999948218465,0.0005699999746866524,0.0005649999948218465
HRAS,0.0,0.0005566666950471699,0.0005499999388121068,0.0,0.0005249999812804163,0.0005799999926239252,0.0,0.0,0.0005600000149570405,0.0,0.0005750000127591193,0.0005742856883443892,0.0005700000328943133,0.0005799999926239252,0.0,0.0,0.0,0.0005449999589473009,0.0005699999746866524,0.0005799999926239252
RAB31,0.000590000010561198,0.0005685714422725141,0.0005400000372901559,0.0005649999948218465,0.0,0.0005799999926239252,0.0,0.0005699999746866524,0.0005400000372901559,0.000590000010561198,0.0005699999746866524,0.0005585713661275804,0.0005600000149570405,0.0005799999926239252,0.000590000010561198,0.0,0.0005799999926239252,0.0005499999970197678,0.0,0.0
