,SPP1+ macrophages,AT2,MUC5B+ club,Monocyte-derived macrophage,CD4+ T Cells,EC Arterial,CD8+ T Cells,Dendritic cells,Alveolar macrophages,Smooth muscle cells,Mast cells,KRT5-/KRT17+ cells,Fibrotic fibroblast,EC Venous,SCGB3A2+/SCGB1A1+ club,Plasma cells,Goblet,Ciliated,Pericyte,EC General capillary
PIK3R5,0.0006000000284984708,0.0,0.0,0.0005700000328943133,0.000547999981790781,0.0,0.0005850000306963921,0.0005711110425181687,0.0005600000149570405,0.0,0.0,0.0,0.0005700000328943133,0.0,0.0,0.0006600000197067857,0.0,0.0,0.0,0.0
ACVR1B,0.0,0.0005799999926239252,0.0005550000350922346,0.0005699999746866524,0.0005599999567493796,0.0006350000039674342,0.0,0.0005649999948218465,0.0005624999757856131,0.0,0.000590000010561198,0.0,0.0005757142789661884,0.0005833333707414567,0.0,0.0,0.0,0.0005750000127591193,0.0,0.0005799999926239252
CCL5,0.0,0.0,0.0,0.0005000000237487257,0.0005749999545514584,0.0,0.0006025000475347042,0.0,0.0006000000284984708,0.0,0.0005200000014156103,0.0,0.0006000000284984708,0.0,0.0,0.0006900000153109431,0.0,0.0,0.0,0.0
TUBGCP2,0.0006300000241026282,0.000590000010561198,0.0,0.0006050000083632767,0.0005650000530295074,0.0,0.0,0.0006000000284984708,0.0005600000149570405,0.0,0.0,0.0005800000508315861,0.0005775000317953527,0.0,0.0006399999838322401,0.0,0.0005949999904260039,0.0005749999545514584,0.0,0.0
ERRFI1,0.0005949999904260039,0.0005861538229510188,0.0,0.0006000000284984708,0.0005499999970197678,0.0006300000241026282,0.0,0.0,0.0005799999926239252,0.0,0.0,0.0005869230953976512,0.0006500000017695129,0.0,0.0006333333440124989,0.0006099999882280827,0.0,0.0,0.0,0.0
GRK6,0.0,0.0,0.0006099999882280827,0.0006300000241026282,0.0005858333315700293,0.0,0.0,0.0006099999882280827,0.0006033333484083414,0.0006249999860301614,0.0006300000241026282,0.0006200000061653554,0.0005799999926239252,0.0,0.0,0.0,0.0,0.0006000000284984708,0.0,0.0006399999838322401
PSMB5,0.0,0.000598000013269484,0.0,0.0006300000241026282,0.0006249999860301614,0.0006050000083632767,0.0,0.0006099999882280827,0.0005799999926239252,0.0006200000061653554,0.0,0.000590000010561198,0.0005866666906513274,0.0,0.0006399999838322401,0.000590000010561198,0.0006300000241026282,0.0006000000284984708,0.0006000000284984708,0.0
CSF2RB,0.0006150000263005495,0.0,0.0,0.0006350000039674342,0.0,0.0006150000263005495,0.0,0.0006050000083632767,0.0005779999773949385,0.0,0.0006160000339150429,0.0005600000149570405,0.0006150000263005495,0.0006233333260752261,0.0,0.0,0.0,0.0,0.0,0.0006249999860301614
CCL2,0.0006399999838322401,0.000539999979082495,0.0,0.0006500000017695129,0.0,0.0006433333619497716,0.0,0.0006266666459850967,0.0,0.0005699999746866524,0.0,0.0006000000284984708,0.0006200000643730164,0.0006200000061653554,0.0,0.0,0.0006300000241026282,0.0,0.0,0.0
PMVK,0.0,0.0006459999713115394,0.0006300000241026282,0.0006200000061653554,0.0005859999801032245,0.0,0.0,0.0,0.000645000021904707,0.0006266666459850967,0.0,0.0006399999838322401,0.0006140000186860561,0.0006399999838322401,0.0,0.0,0.0,0.0006200000061653554,0.0,0.0
HTATIP2,0.0,0.0,0.0006350000039674342,0.000645000021904707,0.0006083333282731473,0.0006500000017695129,0.0,0.0006300000241026282,0.0006175000453367829,0.0,0.0006099999882280827,0.0006380000268109143,0.0006399999838322401,0.0006399999838322401,0.0,0.0,0.0,0.0006500000017695129,0.0006500000017695129,0.000645000021904707
SOX5,0.0,0.0006237499765120447,0.0006200000061653554,0.0,0.0005799999926239252,0.0006500000017695129,0.0,0.0,0.0,0.0006350000039674342,0.0006549999816343188,0.0006433333619497716,0.0006383333238773048,0.0006500000017695129,0.0006699999794363976,0.0,0.0,0.0006233333260752261,0.0,0.0
IGFBP2,0.0,0.0,0.0006120000034570694,0.0,0.0005600000149570405,0.0006500000017695129,0.0,0.0,0.0006000000284984708,0.0006300000241026282,0.0,0.0,0.000645000021904707,0.0,0.0006699999794363976,0.0008399999933317304,0.0006549999816343188,0.0006300000241026282,0.0006350000039674342,0.0
SP1,0.0,0.0006300000241026282,0.0,0.0,0.0005899999523535371,0.0006699999794363976,0.0,0.0006600000197067857,0.0,0.0,0.0006900000153109431,0.0006099999882280827,0.000661666679661721,0.0006399999838322401,0.0,0.0006399999838322401,0.0,0.0006300000241026282,0.0,0.0
STAT5B,0.0,0.0006766666774637997,0.0006300000241026282,0.000699999975040555,0.0006085713976062834,0.0006799999973736703,0.0,0.0006500000017695129,0.0006050000083632767,0.0006399999838322401,0.0,0.0006150000263005495,0.0006525000208057463,0.0,0.0,0.000750000006519258,0.0006799999973736703,0.0,0.0,0.0006600000197067857
DPY30,0.0006500000017695129,0.0006674999604001641,0.0,0.0,0.0006300000241026282,0.0,0.0,0.0,0.0,0.0,0.0,0.0006300000241026282,0.0006500000017695129,0.0,0.0,0.0,0.0,0.0006475000409409404,0.0006300000241026282,0.0
STK40,0.0,0.0006637499900534749,0.0,0.0006200000061653554,0.0006180000491440296,0.0006500000017695129,0.0006799999973736703,0.000699999975040555,0.0006500000017695129,0.0006600000197067857,0.0,0.0006360000115819275,0.0006580000044777989,0.0,0.0,0.0,0.0,0.0,0.0,0.0006750000175088644
RRAS,0.0006500000017695129,0.0006633333396166563,0.0,0.0006533333216793835,0.0006466666818596423,0.0006549999816343188,0.0,0.0,0.0,0.0006600000197067857,0.0,0.0006649999995715916,0.0006399999838322401,0.0006750000175088644,0.0,0.0006799999973736703,0.0,0.0,0.0,0.0006649999995715916
HPS5,0.000699999975040555,0.0006625000387430191,0.0006399999838322401,0.0006949999951757491,0.0006275000050663948,0.0,0.0,0.000674000068102032,0.0006325000431388617,0.0,0.0,0.0006699999794363976,0.0006399999838322401,0.000699999975040555,0.000699999975040555,0.0,0.0,0.0006849999772384763,0.0,0.0006849999772384763
EHF,0.0,0.0006646154215559363,0.0006479999865405262,0.0006799999973736703,0.0006299999658949673,0.0,0.0,0.0,0.0006300000241026282,0.0,0.0,0.0006699999794363976,0.0,0.0006500000017695129,0.0007075000321492553,0.0006900000153109431,0.0006699999794363976,0.0006588888936676085,0.0,0.0
LIMK1,0.0,0.0007183332927525043,0.0,0.0007099999929778278,0.0006549999816343188,0.0007200000109151006,0.0,0.0007099999929778278,0.0006750000175088644,0.0007099999929778278,0.0007099999929778278,0.0,0.0006775000365450978,0.0,0.0,0.0,0.0,0.0,0.0006900000153109431,0.0007200000109151006
AXL,0.0007399999885819852,0.0,0.0007299999706447124,0.0007300000288523734,0.0007449999684467912,0.0007600000244565308,0.0,0.0,0.000694285670761019,0.0007200000109151006,0.0,0.0006699999794363976,0.0007192856282927096,0.0007200000109151006,0.0,0.0,0.0,0.0,0.000750000006519258,0.0007300000288523734
TP53,0.0,0.0007100000511854887,0.0,0.0007249999907799065,0.0006899999571032822,0.0007300000288523734,0.0007900000200606883,0.0007400000467896461,0.0007099999929778278,0.0007299999706447124,0.0,0.0007133333128876984,0.0007283333106897771,0.0007399999885819852,0.0,0.0,0.0,0.0,0.0,0.0007299999706447124
SELPLG,0.0007300000288523734,0.0007399999885819852,0.0,0.000744285702239722,0.0007230000337585807,0.0007550000445917249,0.0006750000175088644,0.0007600000244565308,0.0006949999951757491,0.0,0.0007449999684467912,0.0006799999973736703,0.0,0.0007300000288523734,0.0,0.0008299999753944576,0.0,0.0,0.0,0.0
TGFB1I1,0.0,0.0,0.0,0.0,0.0006799999973736703,0.0,0.0,0.0,0.0,0.0007466666866093874,0.0,0.0006699999794363976,0.0007262500002980232,0.0007400000467896461,0.0,0.000750000006519258,0.0,0.0,0.0007199999527074397,0.000750000006519258
MYC,0.0007600000244565308,0.0007371428655460477,0.0007300000288523734,0.0007350000087171793,0.0006933333352208138,0.0007900000200606883,0.0,0.0007399999885819852,0.0006600000197067857,0.0,0.0,0.0,0.0007149999728426337,0.0007650000043213367,0.0,0.0,0.0,0.0,0.0,0.0007399999885819852
GLB1,0.0007399999885819852,0.0007249999907799065,0.0,0.0007499999483115971,0.0007024999940767884,0.000750000006519258,0.0,0.000750000006519258,0.0,0.0,0.0,0.0,0.0007300000288523734,0.0,0.0,0.0,0.0,0.0007466666284017265,0.0,0.0007399999885819852
RABGGTA,0.0,0.0,0.0007650000043213367,0.000754999986384064,0.0007100000511854887,0.0,0.0,0.0007249999907799065,0.0007149999728426337,0.0,0.0,0.0007280000718310475,0.0007359999581240118,0.0007600000244565308,0.0,0.0,0.0,0.0007200000109151006,0.0007600000244565308,0.0007300000288523734
GMFG,0.0,0.0,0.000750000006519258,0.0007220000261440873,0.0007324999896809459,0.0,0.0006799999973736703,0.0007399999885819852,0.0007200000109151006,0.0,0.0007600000244565308,0.0,0.000750000006519258,0.0,0.0007999999797903001,0.0008999999845400453,0.0,0.0,0.0,0.0
ZNF148,0.0,0.0007650000043213367,0.0007449999684467912,0.0,0.0007300000288523734,0.0007399999885819852,0.0,0.0,0.0,0.0,0.0,0.0007200000109151006,0.0007416666485369205,0.0,0.0,0.0,0.0,0.0007099999929778278,0.0,0.000750000006519258
CYP1B1,0.0,0.0007525000255554914,0.0,0.0,0.0007399999885819852,0.0007699999841861427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3F,0.0,0.0007399999885819852,0.0007149999728426337,0.0,0.000699999975040555,0.0007900000200606883,0.0,0.0,0.0,0.0,0.0007600000244565308,0.0006900000153109431,0.0007666666642762721,0.0007633333443664014,0.0007833333220332861,0.000750000006519258,0.0007600000244565308,0.0007200000109151006,0.0007699999841861427,0.0007633333443664014
MVK,0.0,0.0007691665668971837,0.0007700000423938036,0.0,0.0007800000021234155,0.0,0.0,0.0007900000200606883,0.0007399999885819852,0.0,0.0008099999977275729,0.0007599999662488699,0.0007919999770820141,0.0,0.0,0.0,0.0008299999753944576,0.0007860000478103757,0.0,0.0
ABI3,0.0,0.0,0.0008099999977275729,0.0007699999841861427,0.0007375000277534127,0.0007966666598804295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007949999999254942,0.0,0.0,0.0,0.0,0.0,0.000800000037997961
DDB2,0.0,0.0007960000075399876,0.0,0.000805000017862767,0.0007769230287522078,0.0,0.0,0.0008049999596551061,0.0007399999885819852,0.0007999999797903001,0.0,0.0007966666598804295,0.0007766666822135448,0.0008249999955296516,0.0,0.0,0.0007999999797903001,0.0,0.0,0.0007949999999254942
VEGFC,0.0,0.0007749999640509486,0.0,0.0,0.0007900000200606883,0.0008099999977275729,0.0,0.0,0.0,0.0,0.0007999999797903001,0.0007300000288523734,0.0007808333612047136,0.0008033332997001708,0.0,0.0007900000200606883,0.0,0.0,0.0,0.0
CDKN2B,0.0,0.0007866667001508176,0.0,0.0008150000358000398,0.0007699999841861427,0.0008399999933317304,0.0,0.0008200000156648457,0.0,0.0,0.0,0.0007828571833670139,0.0007800000021234155,0.0,0.0,0.0007999999797903001,0.0,0.0,0.0007900000200606883,0.0008099999977275729
BMP6,0.0,0.0007399999885819852,0.0007699999841861427,0.0,0.0007699999841861427,0.0008350000134669244,0.0008200000156648457,0.0,0.0007800000021234155,0.0007999999797903001,0.0007999999797903001,0.0007400000467896461,0.000777500041294843,0.0008027777657844126,0.0,0.0007933333399705589,0.0,0.0,0.0,0.0
FGF7,0.0,0.0,0.0,0.0,0.0,0.0008049999596551061,0.0,0.0,0.0007999999797903001,0.0,0.0,0.0,0.0007768420618958771,0.0,0.0,0.0009266666602343321,0.0,0.0,0.0,0.0
PPM1D,0.0007999999797903001,0.0008033332997001708,0.0008399999933317304,0.0,0.0007800000603310764,0.0,0.0,0.0,0.0,0.0,0.0,0.0007600000244565308,0.0007960000075399876,0.0008174999966286123,0.0,0.0,0.0,0.0,0.0,0.0007900000200606883
IGFBP5,0.0008600000292062759,0.0007999999797903001,0.0007999999797903001,0.0,0.0,0.0008399999933317304,0.0008800000068731606,0.0,0.0,0.0008174999966286123,0.0,0.0008299999753944576,0.0008145453757606447,0.0008299999753944576,0.0008299999753944576,0.0,0.0008500000112690032,0.0007914285524748266,0.0,0.0
ITGA2,0.0,0.0008324999362230301,0.0008249999955296516,0.0,0.0007749999640509486,0.0008349999552592635,0.0,0.0,0.0007699999841861427,0.0,0.0,0.0008099999977275729,0.0008400000515393913,0.0008399999933317304,0.000859999970998615,0.0,0.0008549999911338091,0.0008199999574571848,0.0007999999797903001,0.0
FILIP1L,0.0008600000292062759,0.0007999999797903001,0.0008699999889358878,0.0008399999933317304,0.0008299999753944576,0.0008449999731965363,0.0,0.0008299999753944576,0.0,0.0008500000112690032,0.0008299999753944576,0.0008049999596551061,0.0008213332621380687,0.0,0.0008800000068731606,0.0,0.0,0.0,0.0007999999797903001,0.0
PEX19,0.0,0.0008285715011879802,0.0,0.0,0.0,0.0008500000112690032,0.0,0.0,0.0008324999362230301,0.0,0.0,0.000859999970998615,0.0008199999574571848,0.0008299999753944576,0.0,0.0009500000160187483,0.0008499999530613422,0.0007900000200606883,0.0,0.0
PIGF,0.0,0.0008299999753944576,0.0,0.0008600000292062759,0.0008049999596551061,0.0,0.0,0.0,0.0008399999933317304,0.0007800000021234155,0.0008549999911338091,0.0007900000200606883,0.0008249999955296516,0.0008500000112690032,0.0009800000116229057,0.0,0.0,0.0,0.0,0.0
CTNNB1,0.0,0.0,0.0008399999933317304,0.0,0.0007900000200606883,0.0008900000248104334,0.0,0.0,0.0008349999552592635,0.0,0.0,0.000859999970998615,0.0,0.0008849999867379665,0.0008800000068731606,0.0,0.0008999999845400453,0.0,0.0008800000068731606,0.0
MAP2K1,0.0008966666646301746,0.0008733333088457584,0.0,0.0008612500387243927,0.0008400000515393913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008699999889358878,0.0,0.0,0.0008699999889358878,0.0,0.0,0.0008900000248104334,0.0
MAP1LC3B,0.0,0.0008600000292062759,0.0,0.00089285708963871,0.0008200000156648457,0.0008699999889358878,0.0,0.0,0.0007999999797903001,0.0008900000248104334,0.0,0.0,0.0008299999753944576,0.0,0.000914999982342124,0.0008966666646301746,0.0008900000248104334,0.0,0.0,0.0
PLAU,0.0009266666602343321,0.0,0.0,0.0008699999889358878,0.0008099999977275729,0.0,0.0,0.0008866666466929018,0.0008500000112690032,0.0,0.0,0.0,0.0008799999486654997,0.0008900000248104334,0.0,0.0,0.0,0.0,0.0,0.0
CDK6,0.0009399999980814755,0.0,0.0008699999889358878,0.0009500000160187483,0.0008674999698996544,0.0,0.0,0.0,0.0009399999980814755,0.0,0.0,0.0009050000226125121,0.00087666668696329,0.0009166666422970593,0.0,0.0,0.0,0.0,0.0,0.0
SOD1,0.0,0.0009250000002793968,0.0,0.0009200000204145908,0.0008849999867379665,0.001120000029914081,0.0,0.0,0.0008199999574571848,0.0,0.0,0.0008999999845400453,0.0008780000498518348,0.0,0.0,0.0,0.0009299999801442027,0.0008900000248104334,0.0,0.0
GDF15,0.0,0.0009014285751618445,0.0008999999845400453,0.0,0.0008600000292062759,0.0,0.0,0.0,0.0,0.0,0.0,0.0008933332865126431,0.0010100000072270632,0.0,0.0,0.0009050000226125121,0.0,0.0009200000204145908,0.0,0.0
GADD45A,0.0,0.0008999999845400453,0.0,0.0009299999801442027,0.0008299999753944576,0.0009800000116229057,0.0,0.0,0.0,0.0,0.0,0.000910000002477318,0.000887777772732079,0.0,0.0,0.00101500004529953,0.0009200000204145908,0.0,0.0008699999889358878,0.0
CDK18,0.0,0.0009233332821168005,0.0009233332821168005,0.0,0.0,0.0,0.0,0.0009599999757483602,0.0008820000221021473,0.0,0.0,0.00087666668696329,0.000910000002477318,0.0,0.0010300000431016088,0.0,0.0,0.0,0.000943333376199007,0.0
IQGAP2,0.000953333277720958,0.0008999999845400453,0.0,0.0009349999600090086,0.00089285708963871,0.0009599999757483602,0.0009500000160187483,0.0009159999899566174,0.0009050000226125121,0.0,0.0009500000160187483,0.0,0.0008800000068731606,0.0,0.0009899999713525176,0.0,0.0009200000204145908,0.000910000002477318,0.0,0.0
MATK,0.0,0.0009299999801442027,0.0009399999980814755,0.0009399999980814755,0.0009063637116923928,0.0009699999936856329,0.0009299999219365418,0.000965000013820827,0.0008900000248104334,0.0,0.0009616666939109564,0.0008999999845400453,0.0009399999980814755,0.0009719999507069588,0.0,0.001129999989643693,0.0009699999936856329,0.0,0.0,0.0009599999757483602
SORBS2,0.0009399999980814755,0.0009262500680051744,0.000910000002477318,0.0,0.0009200000204145908,0.0,0.0,0.000965000013820827,0.0,0.0009579999605193734,0.0009299999801442027,0.0009266666602343321,0.000965000013820827,0.0009699999936856329,0.0009874999523162842,0.0,0.0009724999545142055,0.000943333376199007,0.0,0.0
IL18,0.0009449999779462814,0.000942499958910048,0.0009500000160187483,0.0009633333538658917,0.0009800000116229057,0.0009800000116229057,0.0,0.0,0.0009200000204145908,0.0,0.0,0.0009457143023610115,0.0009599999757483602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPK1,0.0,0.0009539999882690609,0.0009800000116229057,0.0,0.0009674999746493995,0.0009699999936856329,0.0,0.0010000000474974513,0.0,0.0,0.0,0.0,0.0009699999936856329,0.0010000000474974513,0.0,0.0,0.0,0.0009633333538658917,0.0010000000474974513,0.0010049999691545963
SERPINE1,0.0,0.0010000000474974513,0.0,0.000914999982342124,0.0,0.00099333340767771,0.0,0.0,0.0,0.0,0.0,0.0,0.0009399999980814755,0.0,0.0,0.0011500000255182385,0.0,0.0009200000204145908,0.0,0.0009800000116229057
KITLG,0.0,0.0009840000420808792,0.0,0.0,0.0009699999936856329,0.0,0.0,0.0,0.0,0.0,0.0,0.0009699999936856329,0.0009833333315327764,0.0010400000028312206,0.0,0.0,0.001019999966956675,0.0010300000431016088,0.0009899999713525176,0.0010100000072270632
G6PD,0.0,0.0,0.0009699999936856329,0.001025000005029142,0.000914999982342124,0.0012600000482052565,0.0,0.0,0.0010100000072270632,0.0,0.0010499999625608325,0.0009299999801442027,0.0010200000833719969,0.0,0.0011500000255182385,0.0,0.001019999966956675,0.0,0.0,0.0
CDKN2D,0.0,0.0010200000833719969,0.0,0.0010949999559670687,0.0010266667231917381,0.0,0.0,0.0010599999222904444,0.0009899999713525176,0.0,0.0010349999647587538,0.0010000000474974513,0.0010400000028312206,0.0,0.0,0.0010000000474974513,0.0010600000387057662,0.0010000000474974513,0.0,0.0010300000431016088
CRYAB,0.0,0.0010400000028312206,0.0,0.0010933332378044724,0.0,0.0010433333227410913,0.0,0.0,0.0010400000028312206,0.0010625000577419996,0.0,0.0009599999757483602,0.0010225001024082303,0.0,0.001120000029914081,0.0010100000072270632,0.0,0.0,0.0,0.0
CXCL2,0.0,0.001042500021867454,0.0010499999625608325,0.0,0.0010600000387057662,0.0010899999178946018,0.0,0.0,0.0,0.0,0.0,0.0010900000343099236,0.0010600000387057662,0.0,0.0,0.0010300000431016088,0.0,0.0,0.0,0.0
PRPF19,0.0,0.0010900000343099236,0.0,0.001019999966956675,0.0010516666807234287,0.0,0.0,0.0,0.0,0.0010300000431016088,0.0,0.001003333367407322,0.001069999998435378,0.0010900000343099236,0.001120000029914081,0.0011399999493733048,0.0010900000343099236,0.0010400000028312206,0.0,0.0
ISG15,0.0010900000343099236,0.0010400000028312206,0.0010100000072270632,0.0010700001148507,0.0,0.0011050000321120024,0.0010999999940395355,0.0011050000321120024,0.0009833333315327764,0.0010900000343099236,0.0,0.0010900000343099236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010600000387057662
EDN1,0.0010900000343099236,0.001019999966956675,0.0,0.0,0.0,0.0011149999918416142,0.0,0.0,0.0,0.0,0.0010949999559670687,0.0010325000621378422,0.0010349999647587538,0.001113333273679018,0.0,0.0011499999091029167,0.0,0.0,0.0,0.0
CDKN2AIP,0.001120000029914081,0.0011166667100042105,0.0010999999940395355,0.0010900000343099236,0.0010300000431016088,0.0,0.0009200000204145908,0.0010949999559670687,0.0010499999625608325,0.0,0.001120000029914081,0.0011399999493733048,0.0010899999178946018,0.0010999999940395355,0.0011399999493733048,0.0011699999449774623,0.0,0.0011399999493733048,0.0010999999940395355,0.0
SIRT1,0.0,0.0,0.0,0.0010400000028312206,0.001075000036507845,0.0011099999537691474,0.0,0.0011400000657886267,0.0,0.0,0.001069999998435378,0.0010400000028312206,0.001097499975003302,0.0,0.0012499999720603228,0.0,0.001120000029914081,0.0,0.0010900000343099236,0.0
FGF2,0.0,0.0,0.0010999999940395355,0.0,0.0,0.0011350000277161598,0.0,0.0,0.0,0.0,0.0,0.0010600000387057662,0.0010953845921903849,0.0,0.0,0.0011899999808520079,0.0,0.0,0.0,0.0
BMP2,0.0,0.0011108332546427846,0.0,0.0,0.0,0.0,0.001129999989643693,0.0,0.001069999998435378,0.0,0.0,0.0010500000789761543,0.001129999989643693,0.0010999999940395355,0.0,0.0011399999493733048,0.0,0.0,0.0,0.0
SMPD1,0.0,0.0010999999940395355,0.0,0.0,0.0010999999940395355,0.0011500000255182385,0.0011199999134987593,0.0011199999134987593,0.0010999999940395355,0.0,0.0,0.00107999995816499,0.0010649999603629112,0.0011099999537691474,0.0,0.0012350000906735659,0.0,0.0,0.0,0.0011400000657886267
SFN,0.0012199999764561653,0.0011290000984445214,0.0011099999537691474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010900000343099236,0.0,0.001120000029914081,0.0011099999537691474,0.0,0.0,0.0,0.0
HGF,0.0,0.0,0.0,0.0011899999808520079,0.0,0.0,0.0,0.0,0.0,0.0011449999874457717,0.0011549999471753836,0.0,0.0011199999134987593,0.0,0.0,0.0011099999537691474,0.0,0.0,0.0,0.0011599999852478504
PDZD2,0.0,0.0011116666719317436,0.001120000029914081,0.0,0.0,0.001180000021122396,0.0,0.0,0.0010999999940395355,0.0,0.0,0.001143750036135316,0.0,0.0011433333856984973,0.0,0.0,0.0,0.0,0.0,0.0
BRAF,0.0,0.0010900000343099236,0.0,0.0,0.0,0.0,0.0,0.0011099999537691474,0.0,0.0,0.0011699999449774623,0.001180000021122396,0.001163333305157721,0.0,0.0,0.0,0.0,0.0,0.001120000029914081,0.0
ADCK5,0.0,0.001230000052601099,0.0,0.0,0.0011699999449774623,0.0012100000167265534,0.0011500000255182385,0.0,0.0011500000255182385,0.0,0.001129999989643693,0.0010999999940395355,0.0011566666653379798,0.0,0.0,0.0,0.0,0.0011099999537691474,0.0,0.0
GEM,0.0,0.001180000021122396,0.0011500000255182385,0.001180000021122396,0.0,0.0011699999449774623,0.0,0.0,0.0,0.0011642856989055872,0.0,0.0,0.0011644442565739155,0.0,0.0012650000862777233,0.0,0.0,0.001230000052601099,0.0,0.0
ANGPT1,0.0,0.001180000021122396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001230000052601099,0.0,0.0,0.0011783334193751216,0.0,0.0,0.0,0.0,0.0,0.0011599999852478504,0.0
UBTD1,0.0013699999544769526,0.001263333368115127,0.0012700000079348683,0.0,0.0,0.0,0.0,0.0,0.001230000052601099,0.0,0.0,0.001339999958872795,0.0012366665760055184,0.0,0.0013299999991431832,0.0,0.0,0.0012199999764561653,0.0,0.0
CXCL8,0.0012400000123307109,0.001223333296366036,0.001230000052601099,0.0012533334083855152,0.0,0.0012749999295920134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014025000855326653,0.00139999995008111,0.0,0.0011899999808520079,0.0,0.0
IRF5,0.0013000000035390258,0.0,0.0,0.001339999958872795,0.0011899999808520079,0.0,0.0,0.0,0.0012760000536218286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001344999996945262,0.0,0.0
ANGPTL4,0.0,0.001285000005736947,0.0012199999764561653,0.0,0.0,0.0013599999947473407,0.0,0.0,0.0,0.0013200000394135714,0.0,0.0013500000350177288,0.001285000005736947,0.0,0.0013599999947473407,0.0,0.0,0.0012799999676644802,0.0,0.0
STK32C,0.0,0.0,0.001290000043809414,0.001372499973513186,0.0012700000079348683,0.0,0.0,0.0013800000306218863,0.0013500000350177288,0.0013500000350177288,0.0013699999544769526,0.001339999958872795,0.0013244444271549582,0.0,0.0,0.0,0.0,0.0013899999903514981,0.0,0.0013500000350177288
ALOX15B,0.0,0.0013810714008286595,0.0,0.0,0.0,0.0,0.0,0.0,0.001339999958872795,0.0,0.0,0.001339999958872795,0.0,0.0,0.0,0.001339999958872795,0.0,0.0,0.0,0.0
FBXO31,0.0,0.001339999958872795,0.0,0.0,0.0013874999713152647,0.0,0.0,0.0014199999859556556,0.0,0.0014700000174343586,0.0013899999903514981,0.0013699999544769526,0.001433999976143241,0.0014700000174343586,0.0,0.0015999999595806003,0.0,0.0014474999625235796,0.0,0.0
ACLY,0.0,0.0014250000240281224,0.00139999995008111,0.0011899999808520079,0.0,0.0,0.0,0.0015300000086426735,0.0014199999859556556,0.0,0.0014850000152364373,0.0,0.0014533331850543618,0.0014900000533089042,0.0,0.0,0.0,0.0,0.0,0.0
TRIM28,0.0,0.0014266666257753968,0.0,0.0014799999771639705,0.0014700000174343586,0.0,0.0,0.0014700000174343586,0.0013599999947473407,0.0014966666931286454,0.0,0.0014400000218302011,0.0014380000066012144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.001445000059902668,0.0014900000533089042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001230000052601099,0.0,0.0014300000621005893,0.0,0.0,0.0016400000313296914,0.0,0.0,0.0,0.0
PIAS4,0.0,0.0,0.0,0.0,0.0014020000817254186,0.0014900000533089042,0.0015800000401213765,0.0,0.0014299999456852674,0.0,0.0,0.0,0.0,0.0,0.0015400000847876072,0.0,0.0,0.0,0.0,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015699999639764428,0.0014624999603256583,0.0,0.0,0.0,0.0,0.0,0.0
TACC3,0.0,0.0015700000803917646,0.0,0.0,0.0014859999064356089,0.0,0.0,0.0014600000577047467,0.0014400000218302011,0.0,0.0,0.0,0.0015199999324977398,0.0,0.0,0.0,0.0,0.0,0.0014799999771639705,0.0
CDKN1C,0.0,0.0,0.0,0.0,0.0,0.001550000044517219,0.0,0.0,0.0,0.0,0.0,0.0,0.0015016667312011123,0.001550000044517219,0.0,0.0,0.0,0.0,0.0014900000533089042,0.001500000013038516
NRG1,0.0,0.0,0.0014750000555068254,0.0015750000020489097,0.0015366667648777366,0.0015399999683722854,0.0,0.0016199999954551458,0.0,0.0,0.0,0.0015269999857991934,0.001560000004246831,0.0,0.0,0.0,0.0,0.0015999999595806003,0.0,0.0
ICAM3,0.0,0.0,0.0,0.0,0.001560000004246831,0.0,0.0015999999595806003,0.0,0.0,0.0,0.0015399999683722854,0.0,0.0015350000467151403,0.0,0.0,0.001550000044517219,0.0,0.0,0.0,0.0
IGFBP6,0.0,0.001568000065162778,0.0,0.0015699999639764428,0.001500000013038516,0.0015750000020489097,0.0,0.0,0.0,0.001550000044517219,0.0,0.001560000004246831,0.0015533333644270897,0.0,0.0,0.0,0.001610000035725534,0.0,0.0015800000401213765,0.0
CCL4,0.001769999973475933,0.0017500000540167093,0.0016599999507889152,0.001729999901726842,0.0016549997963011265,0.0017950000474229455,0.0017820000648498535,0.0016599999507889152,0.0017000000225380063,0.0,0.0018100000452250242,0.0,0.0017500000540167093,0.0,0.0,0.0019600000232458115,0.0,0.0,0.0,0.0
CXCL1,0.0,0.001673749997280538,0.0016680000117048621,0.0,0.0,0.0018700000364333391,0.0,0.0,0.0,0.0,0.0,0.0,0.0016833334229886532,0.0,0.0018685712711885571,0.0,0.0017300000181421638,0.0017500000540167093,0.0,0.0
