,Plasma cells,Classical monocytes,Alveolar fibroblasts,AT1,B cells,Monocyte-derived Mph,CD8 T cells,Pericytes,CD4 T cells,EC general capillary,AT2,Alveolar macrophages,Peribronchial fibroblasts,EC aerocyte capillary,Mast cells,Myofibroblasts
MOB3A,0.00019685144070535898,0.00019685144070535898,0.00019685144070535898,0.0,0.00019685144070535898,0.0001968514552572742,0.00019685144070535898,0.00019685144070535898,0.00019685141160152853,0.00019685144070535898,0.00019685144070535898,0.0,0.00019685144070535898,0.00019685144070535898,0.00019685144070535898,0.0
MAPK14,0.0,0.00019988064013887197,0.00019988062558695674,0.0,0.0,0.00019988066924270242,0.00019988062558695674,0.00019988062558695674,0.00019988066924270242,0.00019988062558695674,0.00019988064013887197,0.00019988062558695674,0.0,0.00019988062558695674,0.00019988062558695674,0.00019988062558695674
NAP1L4,0.0,0.00020076383952982724,0.00020076383952982724,0.0,0.00020076383952982724,0.000200763824977912,0.00020076383952982724,0.00020076383952982724,0.000200763824977912,0.0,0.00020076383952982724,0.00020076383952982724,0.00020076383952982724,0.0,0.0,0.00020076383952982724
BCL6,0.0,0.00020088783639948815,0.00020088782184757292,0.00020088783639948815,0.00020088783639948815,0.00020088783639948815,0.00020088783639948815,0.00020088783639948815,0.00020088783639948815,0.0,0.00020088783639948815,0.00020088783639948815,0.00020088783639948815,0.0,0.0,0.00020088783639948815
ATM,0.0,0.0,0.00020235168631188571,0.0,0.0,0.00020235170086380094,0.00020235170086380094,0.0,0.00020235170086380094,0.00020235168631188571,0.00020235167175997049,0.00020235168631188571,0.0,0.0,0.00020235168631188571,0.0
MAP2K3,0.0,0.0002025934518314898,0.0002025934518314898,0.0,0.0,0.00020259342272765934,0.0002025934518314898,0.0,0.0002025934518314898,0.0002025934518314898,0.0002025934518314898,0.00020259343727957457,0.0002025934518314898,0.0002025934518314898,0.0,0.0002025934518314898
BEX3,0.0,0.0,0.00020567864703480154,0.00020567864703480154,0.0,0.00020567864703480154,0.0,0.00020567864703480154,0.00020567864703480154,0.00020567864703480154,0.00020567871979437768,0.00020567864703480154,0.00020567864703480154,0.00020567864703480154,0.0,0.0
PML,0.00020673967082984746,0.00020673968538176268,0.00020673965627793223,0.00020673967082984746,0.00020673967082984746,0.00020673967082984746,0.0,0.0,0.00020673965627793223,0.00020673967082984746,0.00020673968538176268,0.00020673967082984746,0.00020673967082984746,0.00020673967082984746,0.0,0.0
SPIN1,0.0,0.0,0.00020678220607805997,0.00020678220607805997,0.0,0.0002067822206299752,0.00020678220607805997,0.00020678220607805997,0.0002067822206299752,0.00020678220607805997,0.00020678220607805997,0.00020678220607805997,0.0,0.0,0.00020678220607805997,0.00020678220607805997
CCN2,0.0002085970190819353,0.0,0.00020859698997810483,0.0,0.0,0.0002085970190819353,0.0002085970190819353,0.00020859703363385051,0.0002085970190819353,0.0,0.00020859703363385051,0.0002085970190819353,0.00020859700453002006,0.0,0.0,0.00020859703363385051
MAP2K1,0.00021394918439909816,0.0,0.00021394918439909816,0.00021394918439909816,0.0,0.00021394922805484384,0.00021394918439909816,0.00021394918439909816,0.00021394921350292861,0.00021394918439909816,0.00021394922805484384,0.00021394919895101339,0.0,0.0,0.0,0.0
CDKN1A,0.0,0.0,0.00021673440642189234,0.00021673440642189234,0.0,0.00021673439186997712,0.00021673440642189234,0.00021673440642189234,0.00021673440642189234,0.00021673440642189234,0.0002167343773180619,0.00021673440642189234,0.00021673440642189234,0.00021673440642189234,0.0,0.00021673440642189234
RAB31,0.0,0.00021696560725104064,0.0002169655926991254,0.00021696560725104064,0.0,0.00021696557814721018,0.0,0.00021696560725104064,0.00021696560725104064,0.0,0.0002169655926991254,0.00021696557814721018,0.00021696560725104064,0.00021696560725104064,0.0,0.00021696560725104064
RAF1,0.0002174845285480842,0.0002174845285480842,0.0002174845285480842,0.0,0.0,0.00021748451399616897,0.0002174845285480842,0.0002174845285480842,0.0002174845285480842,0.0,0.00021748451399616897,0.0002174845285480842,0.0,0.0002174845285480842,0.0,0.0002174845285480842
RGL2,0.0,0.0,0.0002182460157200694,0.0,0.0,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0002182460157200694,0.0,0.0002182460157200694
PDCD10,0.00022040828480385244,0.00022040828480385244,0.0002204082702519372,0.00022040828480385244,0.0,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.00022040828480385244,0.0
PSMB5,0.0,0.0,0.0,0.0002218754234490916,0.0002218754234490916,0.0002218754234490916,0.0002218754234490916,0.0002218754234490916,0.0002218754234490916,0.0002218754234490916,0.00022187540889717638,0.00022187540889717638,0.0002218754234490916,0.0002218754234490916,0.0,0.0002218754234490916
SP1,0.0,0.00022251745394896716,0.00022251745394896716,0.00022251745394896716,0.0,0.00022251743939705193,0.00022251745394896716,0.00022251745394896716,0.0002225174248451367,0.00022251745394896716,0.00022251743939705193,0.0,0.00022251745394896716,0.0,0.00022251745394896716,0.00022251745394896716
STAT5B,0.0,0.00022261729463934898,0.00022261729463934898,0.0,0.0,0.00022261729463934898,0.00022261729463934898,0.00022261729463934898,0.00022261729463934898,0.00022261729463934898,0.00022261729463934898,0.00022261729463934898,0.00022261729463934898,0.0,0.00022261729463934898,0.00022261729463934898
TES,0.00022321290452964604,0.00022321290452964604,0.00022321290452964604,0.00022321290452964604,0.00022321291908156127,0.0002232128899777308,0.0,0.00022321291908156127,0.0002232128899777308,0.00022321290452964604,0.00022321290452964604,0.00022321290452964604,0.00022321290452964604,0.0,0.0,0.0
ID1,0.0,0.0002236154832644388,0.0002236154832644388,0.0002236154832644388,0.0,0.0002236154832644388,0.0,0.0002236154832644388,0.0,0.00022361546871252358,0.00022361545416060835,0.0002236154832644388,0.0,0.0002236154832644388,0.0,0.0
CTNNB1,0.0,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.0002259861066704616,0.00022598607756663114,0.00022598607756663114,0.00022598607756663114,0.0,0.0
DEK,0.0,0.0002265502407681197,0.00022655022621620446,0.0002265502407681197,0.0002265502407681197,0.00022655025532003492,0.0002265502407681197,0.0002265502407681197,0.0002265502407681197,0.0002265502407681197,0.00022655022621620446,0.0002265502407681197,0.0002265502407681197,0.0,0.0,0.0002265502407681197
ITPK1,0.0002273226564284414,0.00022732264187652618,0.00022732267098035663,0.0002273226564284414,0.0,0.00022732262732461095,0.0002273226564284414,0.0002273226564284414,0.00022732267098035663,0.0002273226564284414,0.00022732262732461095,0.00022732267098035663,0.00022732264187652618,0.0002273226564284414,0.0,0.0002273226564284414
GLB1,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983290546108037,0.0,0.00022983293456491083,0.0002298329200129956,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083,0.00022983293456491083
STK40,0.00023164355661720037,0.00023164355661720037,0.00023164355661720037,0.00023164355661720037,0.0,0.00023164362937677652,0.00023164355661720037,0.00023164355661720037,0.0002316435711691156,0.00023164355661720037,0.00023164360027294606,0.00023164355661720037,0.00023164355661720037,0.00023164355661720037,0.00023164355661720037,0.00023164355661720037
PLAUR,0.00023315162979997694,0.00023315161524806172,0.00023315161524806172,0.0,0.0,0.00023315162979997694,0.00023315162979997694,0.00023315164435189217,0.00023315161524806172,0.0,0.00023315161524806172,0.00023315164435189217,0.00023315162979997694,0.00023315162979997694,0.00023315162979997694,0.0
CLTB,0.0,0.00023424375103786588,0.00023424375103786588,0.00023424375103786588,0.00023424375103786588,0.00023424375103786588,0.0,0.00023424375103786588,0.00023424375103786588,0.00023424375103786588,0.00023424372193403542,0.00023424375103786588,0.00023424375103786588,0.00023424375103786588,0.0,0.00023424375103786588
TUBGCP2,0.0,0.00023707511718384922,0.00023707511718384922,0.00023707511718384922,0.0,0.00023707513173576444,0.0,0.00023707511718384922,0.00023707513173576444,0.00023707511718384922,0.00023707511718384922,0.00023707511718384922,0.00023707511718384922,0.0,0.00023707511718384922,0.0
SMURF2,0.0,0.0,0.00023724562197458,0.00023724562197458,0.0,0.00023724562197458,0.0,0.0,0.00023724562197458,0.00023724562197458,0.00023724560742266476,0.00023724562197458,0.0,0.0,0.0,0.0
TYK2,0.0,0.0002375870681134984,0.0002375870681134984,0.0,0.0002375870681134984,0.0002375870681134984,0.0,0.0,0.00023758705356158316,0.0002375870681134984,0.0002375870681134984,0.0002375870681134984,0.0002375870681134984,0.0002375870681134984,0.0,0.0002375870681134984
MCRS1,0.0,0.0,0.00023923070693854243,0.0,0.0,0.00023923070693854243,0.00023923070693854243,0.0,0.00023923072149045765,0.00023923070693854243,0.00023923072149045765,0.00023923070693854243,0.0,0.00023923070693854243,0.0,0.0
HDAC1,0.0,0.0,0.0,0.0,0.0,0.0002400344965280965,0.0,0.0002400344965280965,0.00024003448197618127,0.0002400344965280965,0.0002400344965280965,0.0002400344965280965,0.0,0.0,0.0,0.0002400344965280965
MAP1LC3B,0.0,0.00024160048633348197,0.00024160047178156674,0.0,0.00024160047178156674,0.0002416004572296515,0.00024160047178156674,0.0,0.0002416004572296515,0.00024160047178156674,0.0002416004572296515,0.0002416004572296515,0.00024160047178156674,0.00024160047178156674,0.00024160047178156674,0.00024160048633348197
