,SPP1+ macrophages,AT2,MUC5B+ club,Monocyte-derived macrophage,CD4+ T Cells,EC Arterial,Dendritic cells,Fibrotic fibroblast,Alveolar macrophages,Smooth muscle cells,Mast cells,KRT5-/KRT17+ cells,EC Venous,SCGB3A2+/SCGB1A1+ club,Plasma cells,Goblet,Ciliated,Pericyte,EC General capillary
SCAMP4,0.00036905540036968887,0.00036449357867240906,0.0003607336839195341,0.00034906374639831483,0.0003456562990322709,0.0,0.00036229766556061804,0.0003572133427951485,0.00036622615880332887,0.0003664010437205434,0.0003781270352192223,0.0003582905337680131,0.00037255787174217403,0.0,0.0003716905484907329,0.0003764727443922311,0.00037210111622698605,0.0003562583588063717,0.0
CKB,0.0,0.0003694609913509339,0.00036654164432547987,0.0,0.0003619675408117473,0.0003776387602556497,0.0,0.00036188162630423903,0.0,0.00036893508513458073,0.00036669138353317976,0.00035976574872620404,0.0,0.00039155391277745366,0.0,0.00037724728463217616,0.0003740794491022825,0.0,0.0
CCN2,0.0,0.0003726397408172488,0.00036196401924826205,0.000369785149814561,0.000370162189938128,0.0003796236414927989,0.0,0.0003666880656965077,0.00036013894714415073,0.0003715410130098462,0.00035227302578277886,0.0,0.0003710870514623821,0.0003928092774003744,0.0003637733170762658,0.00038475965266115963,0.00037290496402420104,0.0,0.0
CXCL12,0.0003731105534825474,0.0,0.0,0.0,0.00037390299257822335,0.00037550789420492947,0.00036948348861187696,0.0003670346923172474,0.0,0.0003723376721609384,0.0003722861874848604,0.0,0.0003726850845851004,0.00038485939148813486,0.00038601746200583875,0.00038383519859053195,0.0,0.0,0.0
F3,0.0,0.0003774728102143854,0.00036714522866532207,0.00038061875966377556,0.0003609215491451323,0.0,0.0,0.0003609660780057311,0.0003565964289009571,0.00036821491084992886,0.0,0.00036959059070795774,0.0,0.0003973117272835225,0.0,0.0,0.0003803238505497575,0.00035965582355856895,0.0
TES,0.00037922029150649905,0.0003863899037241936,0.00037674358463846147,0.00038346328074112535,0.0003598559706006199,0.0,0.0003738351515494287,0.00037895655259490013,0.0003766286827158183,0.0,0.0,0.00037014432018622756,0.00038678001146763563,0.00039423705311492085,0.0,0.0,0.0003877998096868396,0.0,0.0
MAPKAPK5,0.0,0.0003874281537719071,0.00038811893318779767,0.0,0.0003654916363302618,0.00038735492853447795,0.0003779455437324941,0.00037063195486553013,0.00036778298090212047,0.0,0.00038416191819123924,0.00037450436502695084,0.0003856687690131366,0.0004052194708492607,0.0,0.0,0.00039652068517170846,0.0003717371728271246,0.000381183170247823
NINJ1,0.0003776778466999531,0.0003748413873836398,0.0,0.00038775024586357176,0.0,0.00037660435191355646,0.00037812034133821726,0.00036789756268262863,0.0,0.0,0.00038277782732620835,0.00038971781032159925,0.00037331183557398617,0.0,0.00040362359140999615,0.0,0.0,0.0,0.0
SMARCB1,0.0,0.0003806759195867926,0.0,0.0003808931796811521,0.0003723232075572014,0.0003826296888291836,0.00037453012191690505,0.0003767567395698279,0.00037343191797845066,0.00037289716419763863,0.0,0.0003943073097616434,0.00038256478728726506,0.0,0.0,0.0,0.00038454969762824476,0.00038457271875813603,0.0003837908443529159
SREBF1,0.00038664834573864937,0.0003845131432171911,0.000376326177502051,0.00037378983688540757,0.0003562438942026347,0.0,0.00040024842019192874,0.00037755363155156374,0.0,0.0,0.0,0.0003795227676164359,0.0,0.00039800829836167395,0.0003801987040787935,0.0,0.00039973785169422626,0.0003760563558898866,0.00038181967101991177
EGFR,0.0,0.00038420650525949895,0.00037731489283032715,0.00037969855475239456,0.00036069622728973627,0.000380045676138252,0.0,0.0003805103769991547,0.0003695858467835933,0.00038623451837338507,0.0003679748915601522,0.0003806212334893644,0.0003846338368020952,0.00040607963455840945,0.0,0.0,0.000398606265662238,0.0003788200847338885,0.00038423773366957903
CLTB,0.0,0.0003941888571716845,0.00039046400343067944,0.000401024502934888,0.00037290944601409137,0.0003894447872880846,0.0,0.00038220614078454673,0.0,0.000386399362469092,0.0,0.0003763762360904366,0.00039886319427751005,0.0,0.0,0.0,0.0003877045528497547,0.0,0.00037853175308555365
CDKN1A,0.0,0.0003936652501579374,0.0,0.0003864078607875854,0.0003679105138871819,0.0003870328946504742,0.00039159893640317023,0.0003835749230347574,0.0003693900362122804,0.0003887620405294001,0.00039558627759106457,0.00037596654146909714,0.0,0.00041535223135724664,0.0,0.0004036294121760875,0.0003819313133135438,0.0,0.0
NADK,0.0,0.0003939474408980459,0.0003976522129960358,0.00038632372161373496,0.00036713952431455255,0.0,0.0003953410196118057,0.0003841501893475652,0.00038448581472039223,0.0003892509557772428,0.0,0.0003905855119228363,0.0,0.0,0.0,0.0,0.000396352494135499,0.0,0.0
ITPK1,0.000396543851820752,0.00039484247099608183,0.0,0.0003969650133512914,0.00037953443825244904,0.0,0.0003965694340877235,0.00038838890031911433,0.0003827936016023159,0.0004003876820206642,0.0,0.00039655170985497534,0.00039580371230840683,0.0004441280907485634,0.00039092087536118925,0.0,0.0,0.0,0.0
MIF,0.0,0.00039292400470003486,0.00039056333480402827,0.00039599902811460197,0.00038782370393164456,0.00042081542778760195,0.0,0.00039161619497463107,0.0,0.00040780971175991,0.00039897015085443854,0.0,0.0,0.000405910745030269,0.0003984516952186823,0.0,0.00039488295442424715,0.0,0.0
PKM,0.0,0.0003975696745328605,0.0,0.00040121961501426995,0.00038962249527685344,0.00040360112325288355,0.0004002047353424132,0.00040092962444759905,0.00037954928120598197,0.0,0.000397467432776466,0.00039588441723026335,0.0,0.0004524851101450622,0.0,0.0,0.00041186934686265886,0.0,0.0004113806935492903
MDM2,0.00039681451744399965,0.00040584956877864897,0.00040017045103013515,0.00040724192513152957,0.0003919439623132348,0.00040769216138869524,0.0004016605671495199,0.0003975115541834384,0.00040268056909553707,0.0,0.00041353661799803376,0.0004012424615211785,0.0004078438214492053,0.0,0.0,0.0,0.00039084546733647585,0.0,0.0
HK3,0.0004037586913909763,0.00041662142029963434,0.0,0.0004022633074782789,0.0,0.0004494856984820217,0.00040822880691848695,0.0004120878002140671,0.0003995509759988636,0.0,0.00041477743070572615,0.0,0.0004143354599364102,0.0,0.0,0.0,0.0,0.0,0.00039892623317427933
MCRS1,0.0,0.00040664031985215843,0.0003957374719902873,0.0004226264718454331,0.0004019832704216242,0.00041763510671444237,0.0004217185778543353,0.00040220466325990856,0.00039613695116713643,0.00040799970156513155,0.00041139594395644963,0.00040114775765687227,0.0,0.0004283964226488024,0.0,0.0,0.00041341411997564137,0.0,0.0
SERPINE1,0.0,0.0004139780066907406,0.0,0.0004057881888002157,0.0,0.0004043949593324214,0.0,0.0003939115267712623,0.0,0.0,0.0,0.0,0.0,0.0,0.0004555396153591573,0.0,0.0,0.0,0.0
DEK,0.0004121769452467561,0.00042085236054845154,0.0,0.00042254358413629234,0.0003899057337548584,0.00042090745409950614,0.0,0.00040623830864205956,0.00041323917685076594,0.0,0.0004142451798543334,0.0,0.00041156858787871897,0.00042835017666220665,0.0,0.0,0.0004201331757940352,0.0004001768829766661,0.000412352557759732
SRC,0.0004226543242111802,0.0004172172339167446,0.00040859929868020117,0.0004157508083153516,0.0003886135236825794,0.0,0.00041125965071842074,0.00041557452641427517,0.00040611030999571085,0.0004134934570174664,0.0004230047343298793,0.0004187649174127728,0.00042032916098833084,0.0,0.0,0.0,0.0,0.0004183027194812894,0.0
PIK3R5,0.0004186286823824048,0.0,0.0,0.0004224514705128968,0.00039513810770586133,0.0,0.00041674243402667344,0.0004162761615589261,0.0004103780083823949,0.0,0.0,0.0,0.0,0.0,0.00045964447781443596,0.0,0.0,0.0,0.0
MAP2K7,0.0,0.0004237602697685361,0.0,0.00042350986041128635,0.0004148056614212692,0.0004470309941098094,0.0,0.00041524667176418006,0.00042163822217844427,0.0,0.0004322742752265185,0.00039969891076907516,0.0004249792546033859,0.00044466619146987796,0.0,0.0,0.0004188405582681298,0.0,0.0004156403592787683
HDAC1,0.00044380893814377487,0.00042507846956141293,0.0004244146402925253,0.00041304517071694136,0.0004062980005983263,0.0004075903561897576,0.0004275368992239237,0.00041038141353055835,0.0004111358430236578,0.0004291903751436621,0.00042905082227662206,0.0004358867881819606,0.0,0.0,0.00044332939432933927,0.0,0.00042808055877685547,0.000427266932092607,0.000417942414060235
TERF2,0.0,0.00043464687769301236,0.0004539894580375403,0.0,0.00041594821959733963,0.0004530079895630479,0.0004363067855592817,0.0004326494818087667,0.0,0.0,0.0004113967006560415,0.00041606658487580717,0.0004387767694424838,0.0,0.0004451395943760872,0.0,0.00042463335557840765,0.0004274957755114883,0.0
SYK,0.00044660965795628726,0.0004294285026844591,0.0,0.00042948086047545075,0.0,0.0004417029267642647,0.00043235323391854763,0.0004271819780115038,0.0004214069340378046,0.0,0.0,0.0004273514205124229,0.0,0.0,0.00045445215073414147,0.0,0.0004388756351545453,0.0,0.0
MAPK14,0.0,0.0004421035700943321,0.0,0.00043589420965872705,0.00042229960672557354,0.0,0.00044002977665513754,0.00043517566518858075,0.0,0.0,0.00043901268509216607,0.0004110330482944846,0.000437122886069119,0.0004600132233463228,0.000482182513223961,0.0,0.0,0.0,0.00044057253398932517
PTBP1,0.0,0.00044200895354151726,0.0004288149066269398,0.0004457310715224594,0.0004191677435301244,0.0,0.0,0.0004386594519019127,0.0004357560246717185,0.0,0.00044908616109751165,0.00042620167369022965,0.00044244955643080175,0.0004749253566842526,0.0,0.0,0.00043749422184191644,0.00042271605343557894,0.0
RAB31,0.0004585166461765766,0.00045384650002233684,0.0004338006256148219,0.0004472018335945904,0.0,0.00045010464964434505,0.00045259331818670034,0.0004438264877535403,0.000433333741966635,0.0004626238951459527,0.00045006960863247514,0.0004439365875441581,0.00045618732110597193,0.00046648355782963336,0.0,0.00046338868560269475,0.00044718358549289405,0.0,0.0
MAPK12,0.0,0.0,0.00047240054118447006,0.0,0.00043354780063964427,0.00045475224032998085,0.00044510920997709036,0.00044740550220012665,0.0,0.0,0.0004526345292106271,0.0004233718500472605,0.00045434420462697744,0.0,0.0,0.0,0.0,0.0004463026416487992,0.0004521538794506341
CSF2RB,0.0004606872098520398,0.0,0.0,0.00047424720833078027,0.0,0.00046228524297475815,0.00045936493552289903,0.0004645255976356566,0.0004423357604537159,0.0,0.00045994232641533017,0.0004354586126282811,0.0004668083565775305,0.0,0.0,0.0,0.0,0.0,0.0004688844201155007
ACVR1B,0.0,0.00048386785783804953,0.0004707129846792668,0.00047384676872752607,0.00046368094626814127,0.000548817275557667,0.0004866607778239995,0.0004833182319998741,0.0004726354673039168,0.0,0.0004882673965767026,0.0,0.00048214770504273474,0.0,0.0,0.0,0.0004919141647405922,0.0,0.0
PAK4,0.0,0.00048652043915353715,0.000486078264657408,0.0004827877855859697,0.00048262986820191145,0.0004792905237991363,0.00048218952724710107,0.00048563297605142,0.0004693723749369383,0.0,0.0,0.00048636988503858447,0.0004888934781774879,0.0005112633225508034,0.0,0.0,0.0004925889661535621,0.000483707117382437,0.000494178559165448
TUBGCP2,0.0005231186514720321,0.000494703883305192,0.0,0.0005028628511354327,0.0004748320206999779,0.0,0.0004988358705304563,0.00048226170474663377,0.00047401172923855484,0.0,0.0,0.00048750394489616156,0.00048276945017278194,0.0005328483530320227,0.0,0.0005040494725108147,0.0004987235879525542,0.0,0.0
